character	number	Freq.	Unicode	syllables	viet	English	VietOnly	thaiCognate	thaiMeaning	etymology
茹廚	263	9999999		2	nhà chùa	buddhist monk, clergy				
茹廚	2228	9999999		2	nhà chùa	buddhist monk, clergy				
茹𥘷	265	9999999		2	nhà trẻ	day nursery, creche				
茹𥘷	898	9999999		2	nhà trẻ	day nursery, creche				
𢖵茹	266	9999999		2	nhớ nhà	homesick; to be sick for home				
𢖵茹	1731	9999999		2	nhớ nhà	homesick; to be sick for home				
茹客	267	9999999		2	nhà khách	guest house				
茹客	2060	9999999		2	nhà khách	guest house				
茹鏰	268	9999999		2	nhà băng	bank				
茹儒	269	9999999		2	nhà nho	Confucian scholar				
茹儒	3839	9999999		2	nhà nho	Confucian scholar				
茹博學	270	9999999		3	nhà bác học	scientist				
茹博學	1202	9999999		3	nhà bác học	scientist				
茹博學	2454	9999999		3	nhà bác học	scientist				
息𨉟	272	9999999		2	tức mình	angry, upset				
息𨉟	2885	9999999		2	tức mình	angry, upset				
𠅳𨉟	274	9999999		2	quên mình	self-sacrificing, devotional				
𠅳𨉟	2892	9999999		2	quên mình	self-sacrificing, devotional				
下𨉟	275	9999999		2	hạ mình	to condescend; to demean oneself				
下𨉟	3138	9999999		2	hạ mình	to condescend; to demean oneself				
𠫾塊	285	9999999		2	đi khỏi	to disappear, to vanish, to go away completely				
𠫾塊	1955	9999999		2	đi khỏi	to disappear, to vanish, to go away completely				
襖𠫾𩅹	286	9999999		3	áo đi mưa	raincoat				
襖𠫾𩅹	2560	9999999		3	áo đi mưa	raincoat				
襖𠫾𩅹	2953	9999999		3	áo đi mưa	raincoat				
𠫾遶	289	9999999		2	đi theo	to follow, to go with so., to come with so.; to accompany				
𠫾遶	337	9999999		2	đi theo	to follow, to go with so., to come with so.; to accompany				
𠫾蹎	290	9999999		2	đi chân	to walk, to stroll; to go barefoot				
𠫾蹎	1988	9999999		2	đi chân	to walk, to stroll; to go barefoot				
𠫾𦣰	293	9999999		2	đi nằm	to go to bed				
𠫾𦣰	1741	9999999		2	đi nằm	to go to bed				
𡮣𡥵	302	9999999		2	bé con	little child				
𡮣𡥵	2144	9999999		2	bé con	little child				
在爲	307	9999999		2	tại vì	because				
在爲	348	9999999		2	tại vì	because				
内在	308	9999999		2	nội tại	immanent, inherent, innate, intrinsic				
内在	3558	9999999		2	nội tại	immanent, inherent, innate, intrinsic				
次𠄩	311	9999999		2	thứ hai	monday; second				
次𠄩	556	9999999		2	thứ hai	monday; second				
被動	313	9999999		2	bị động	passive				
被動	2933	9999999		2	bị động	passive				
防備	315	9999999		2	phòng bị	to take precautions against				
防備	1933	9999999		2	phòng bị	to take precautions against				
設備	316	9999999		2	thiết bị	equipment				
工役	320	9999999		2	công việc	work; employment				
工役	734	9999999		2	công việc	work; employment				
分役	322	9999999		2	phần việc	one's job, one's responsibility				
分役	1411	9999999		2	phần việc	one's job, one's responsibility				
世事	329	9999999		2	thế sự	world affairs				
世事	808	9999999		2	thế sự	world affairs				
事物	330	9999999		2	sự vật	thing, object				
事物	2201	9999999		2	sự vật	thing, object				
領事	331	9999999		2	lãnh sự	consul				
領事	3265	9999999		2	lãnh sự	consul				
總領事	332	9999999		3	tổng lãnh sự	consul general				
總領事	1494	9999999		3	tổng lãnh sự	consul general				
總領事	3266	9999999		3	tổng lãnh sự	consul general				
起事	333	9999999		2	khởi sự	uprising				
事實	334	9999999		2	sự thật	truth				
事實	913	9999999		2	sự thật	truth				
丐之	342	9999999		2	cái gì	what				
丐之	521	9999999		2	cái gì	what				
曾丐	343	9999999		2	từng cái	one at a time, one by one, individually				
曾丐	825	9999999		2	từng cái	one at a time, one by one, individually				
𤳄爲	349	9999999		2	bởi vì	because				
𤳄爲	1358	9999999		2	bởi vì	because				
呐𨔈	356	9999999		2	nói chơi	to joke, to be kidding				
呐𨔈	2192	9999999		2	nói chơi	to joke, to be kidding				
姑教	358	9999999		2	cô giáo	woman teacher, schoolmistress				
姑教	3364	9999999		2	cô giáo	woman teacher, schoolmistress				
姑娘	359	9999999		2	cô nàng	gal, girl				
姑娘	1864	9999999		2	cô nàng	gal, girl				
𣈜箕	368	9999999		2	ngày kia	the day after tomorrow				
𣈜箕	2449	9999999		2	ngày kia	the day after tomorrow				
𣈜常	369	9999999		2	ngày thường	weekday				
𣈜常	1157	9999999		2	ngày thường	weekday				
最𣈜	370	9999999		2	tối ngày	all day long, day and night				
最𣈜	2404	9999999		2	tối ngày	all day long, day and night				
𣈜务	371	9999999		2	ngày mùa	harvest time				
𣈜务	1655	9999999		2	ngày mùa	harvest time				
𨖲𤖹	378	9999999		2	lên lớp	to give a lesson				
𨖲𤖹	2331	9999999		2	lên lớp	to give a lesson				
捲𨖲	379	9999999		2	cuốn lên	to roll up, to curl up				
捲𨖲	740	9999999		2	cuốn lên	to roll up, to curl up				
𠸜戶	384	9999999		2	tên họ	family name; last name				
𠸜戶	904	9999999		2	tên họ	family name; last name				
戶口	385	9999999		2	hộ khẩu	registered residence; population, number of inhabitants				
戶口	3574	9999999		2	hộ khẩu	registered residence; population, number of inhabitants				
老婆	390	9999999		2	lão bà	old lady				
老婆	3173	9999999		2	lão bà	old lady				
婆外	391	9999999		2	bà ngoại	maternal grandmother				
婆外	1271	9999999		2	bà ngoại	maternal grandmother				
婆内	392	9999999		2	bà nội	paternal grandmother				
婆内	3552	9999999		2	bà nội	paternal grandmother				
入局	395	9999999		2	nhập cuộc	to be an insider, to take part in				
入局	3429	9999999		2	nhập cuộc	to be an insider, to take part in				
局生	396	9999999		2	cuộc sống	life, existence				
局生	2303	9999999		2	cuộc sống	life, existence				
册引	399	9999999		2	sách dẫn	index (book)				
册引	2902	9999999		2	sách dẫn	index (book)				
卷册	400	9999999		2	cuốn sách	book				
卷册	738	9999999		2	cuốn sách	book				
讀册	401	9999999		2	đọc sách	to read a book				
讀册	1071	9999999		2	đọc sách	to read a book				
同音	404	9999999		2	đồng âm	homophone; homonym				
同音	3489	9999999		2	đồng âm	homophone; homonym				
共同	405	9999999		2	cộng đồng	community				
共同	516	9999999		2	cộng đồng	community				
同意	406	9999999		2	đồng ý	to agree, to accord, to consent, to approve				
同意	611	9999999		2	đồng ý	to agree, to accord, to consent, to approve				
銅鉑	408	9999999		2	đồng bạc	piastre; silver dollar				
銅鉑	3220	9999999		2	đồng bạc	piastre; silver dollar				
垌平	410	9999999		2	đồng bằng	plain, lowland, level land				
垌平	626	9999999		2	đồng bằng	plain, lowland, level land				
𩵜垌	411	9999999		2	cá đồng	freshwater fish				
𩵜垌	2871	9999999		2	cá đồng	freshwater fish				
𡢐歇	420	9999999		2	sau hết	finally, at the end				
𡢐歇	1322	9999999		2	sau hết	finally, at the end				
𡢐𠯆	421	9999999		2	sau nữa	moreover				
𡢐𠯆	1148	9999999		2	sau nữa	moreover				
𡢐𠸗	422	9999999		2	sau xưa	from before and after				
𡢐𠸗	2568	9999999		2	sau xưa	from before and after				
𠓀𡢐	423	9999999		2	trước sau	inevitably, sooner or later				
𠓀𡢐	595	9999999		2	trước sau	inevitably, sooner or later				
當今	425	9999999		2	đương kim	present, current				
當今	1803	9999999		2	đương kim	present, current				
咍過	429	9999999		2	hay quá	very good; well done				
咍過	1039	9999999		2	hay quá	very good; well done				
𤯩𣩂	433	9999999		2	sống chết	life and death; at all costs				
𤯩𣩂	1076	9999999		2	sống chết	life and death; at all costs				
扒𤯩	434	9999999		2	bắt sống	capture alive				
扒𤯩	2135	9999999		2	bắt sống	capture alive				
咹𤯩	435	9999999		2	ăn sống	to eat raw (food)				
咹𤯩	1044	9999999		2	ăn sống	to eat raw (food)				
年少	438	9999999		2	niên thiếu	young, tender				
年少	2118	9999999		2	niên thiếu	young, tender				
十年	439	9999999		2	thập niên	decade				
十年	3116	9999999		2	thập niên	decade				
元年	440	9999999		2	nguyên niên	first year of rule's reign				
元年	1560	9999999		2	nguyên niên	first year of rule's reign				
青年	441	9999999		2	thanh niên	youth, juvenile, young person				
青年	1342	9999999		2	thanh niên	youth, juvenile, young person				
成年	442	9999999		2	thành niên	adolescent				
成年	475	9999999		2	thành niên	adolescent				
别𩈘	456	9999999		2	biết mặt	to know (someone) by sight				
别𩈘	1249	9999999		2	biết mặt	to know (someone) by sight				
别條	457	9999999		2	biết điều	reasonable, judicious, sensible				
别條	750	9999999		2	biết điều	reasonable, judicious, sensible				
認别	458	9999999		2	nhận biết	to realize, to recognize; to identify				
認别	1330	9999999		2	nhận biết	to realize, to recognize; to identify				
𣗓曾𧡊	462	9999999		3	chưa từng thấy	unprecedented				
𣗓曾𧡊	707	9999999		3	chưa từng thấy	unprecedented				
𣗓曾𧡊	823	9999999		3	chưa từng thấy	unprecedented				
占城	468	9999999		2	Chiêm Thành	Champa				
成此	473	9999999		2	thành thử	therefore, so, hence				
成此	3163	9999999		2	thành thử	therefore, so, hence				
形成	474	9999999		2	hình thành	to take form, to shape				
形成	842	9999999		2	hình thành	to take form, to shape				
誠實	477	9999999		2	thành thật	honest, honesty				
誠實	911	9999999		2	thành thật	honest, honesty				
次𠄼	483	9999999		2	thứ năm	thursday; fifth				
次𠄼	559	9999999		2	thứ năm	thursday; fifth				
渃𤊡	492	9999999		2	nước bóng	lustre (of pearls)				
渃𤊡	2547	9999999		2	nước bóng	lustre (of pearls)				
渃越	493	9999999		2	nước việt	Vietnam; the Vietnamese country				
渃越	875	9999999		2	nước việt	Vietnam; the Vietnamese country				
渃炊	494	9999999		2	nước sôi	boiling water				
渃炊	3818	9999999		2	nước sôi	boiling water				
𡽫渃	495	9999999		2	non nước	fatherland				
𡽫渃	3689	9999999		2	non nước	fatherland				
渃𥒥	496	9999999		2	nước đá	ice, frozen water				
渃𥒥	2183	9999999		2	nước đá	ice, frozen water				
渃𣖙	497	9999999		2	nước mía	sugarcane juice				
渃茶	498	9999999		2	nước trà	tea (beverage)				
渃茶	3394	9999999		2	nước trà	tea (beverage)				
𢭲細	501	9999999		2	vói tới	to reach sth.				
𢭲細	3866	9999999		2	vói tới	to reach sth.				
𦓅哿	509	9999999		2	già cả	venerably old, elderly				
𦓅哿	2640	9999999		2	già cả	venerably old, elderly				
歇哿	510	9999999		2	hết cả	all and sundry, all without exception				
歇哿	1323	9999999		2	hết cả	all and sundry, all without exception				
庄之	519	9999999		2	chẳng gì	nothing at all				
庄之	1660	9999999		2	chẳng gì	nothing at all				
兜低	527	9999999		2	đâu đây	somewhere				
兜低	1336	9999999		2	đâu đây	somewhere				
卒数	536	9999999		2	tốt số	fortunate, lucky				
卒数	1711	9999999		2	tốt số	fortunate, lucky				
都数	537	9999999		2	đủ số	complete, full				
都数	1858	9999999		2	đủ số	complete, full				
数黰	538	9999999		2	số đen	bad luck, misfortune				
数黰	2720	9999999		2	số đen	bad luck, misfortune				
𠁦数	539	9999999		2	trúng số	to win (a lottery)				
𠁦数	1720	9999999		2	trúng số	to win (a lottery)				
縁数	540	9999999		2	duyên số	predestined fate				
縁数	3401	9999999		2	duyên số	predestined fate				
係数	541	9999999		2	hệ số	coefficient, factor				
係数	3773	9999999		2	hệ số	coefficient, factor				
營数	542	9999999		2	doanh số	turnover				
營数	3746	9999999		2	doanh số	turnover				
指数經濟	543	9999999		4	chỉ số kinh tế	economic index				
指数經濟	2810	9999999		4	chỉ số kinh tế	economic index				
指数經濟	2978	9999999		4	chỉ số kinh tế	economic index				
指数經濟	2993	9999999		4	chỉ số kinh tế	economic index				
菭歲	549	9999999		2	đầy tuổi	one year old (age of a baby)				
菭歲	1827	9999999		2	đầy tuổi	one year old (age of a baby)				
𠃣歲	550	9999999		2	ít tuổi	still young				
𠃣歲	2436	9999999		2	ít tuổi	still young				
𢜠歲	551	9999999		2	mừng tuổi	to express new year's day wishes (for being one year older)				
𢜠歲	3154	9999999		2	mừng tuổi	to express new year's day wishes (for being one year older)				
次一	554	9999999		2	thứ nhất	the first				
次一	589	9999999		2	thứ nhất	the first				
次二	555	9999999		2	thứ nhì	the second				
次二	3677	9999999		2	thứ nhì	the second				
次𠀧	557	9999999		2	thứ ba	tuesday; third				
次𠀧	771	9999999		2	thứ ba	tuesday; third				
次四	558	9999999		2	thứ tư	wednesday; fourth				
次四	1573	9999999		2	thứ tư	wednesday; fourth				
次𦒹	560	9999999		2	thứ sáu	friday; sixth				
次𦒹	2850	9999999		2	thứ sáu	friday; sixth				
次𬙞	561	9999999		2	thứ bảy	saturday; seventh				
次𬙞	2867	9999999		2	thứ bảy	saturday; seventh				
次要	562	9999999		2	thứ yếu	secondary				
次要	1062	9999999		2	thứ yếu	secondary				
花旗	567	9999999		2	Hoa Kỳ	United States of America				
花旗	756	9999999		2	Hoa Kỳ	United States of America				
下旗	568	9999999		2	hạ cờ	to lower the flag				
下旗	3134	9999999		2	hạ cờ	to lower the flag				
南圻	570	9999999		2	Nam Kỳ	Cochinchina				
南圻	869	9999999		2	Nam Kỳ	Cochinchina				
北圻	571	9999999		2	Bắc Kỳ	Tonkin				
北圻	1551	9999999		2	Bắc Kỳ	Tonkin				
中圻	572	9999999		2	Trung Kỳ	Annam				
中圻	890	9999999		2	Trung Kỳ	Annam				
㛪重	577	9999999		2	em chồng	younger brother or sister in law				
㛪重	1388	9999999		2	em chồng	younger brother or sister in law				
㛪𫯳	578	9999999		2	em chồng	brother in law, sister in law				
㛪𫯳	1392	9999999		2	em chồng	brother in law, sister in law				
𥘷㛪	580	9999999		2	trẻ em	young child, infant				
𥘷㛪	899	9999999		2	trẻ em	young child, infant				
萬一	587	9999999		2	vạn nhất	in the rare case of, by any chance				
萬一	3522	9999999		2	vạn nhất	in the rare case of, by any chance				
第一	588	9999999		2	đệ nhất	the first				
第一	3738	9999999		2	đệ nhất	the first				
徊𠓀	596	9999999		2	hồi trước	in the past, before				
徊𠓀	2366	9999999		2	hồi trước	in the past, before				
伴𫇰	599	9999999		2	bạn cũ	old friend				
伴𫇰	2209	9999999		2	bạn cũ	old friend				
伴鐄	600	9999999		2	bạn vàng	very dear friend				
伴鐄	1782	9999999		2	bạn vàng	very dear friend				
意想	602	9999999		2	ý tưởng	idea, thought				
意想	1748	9999999		2	ý tưởng	idea, thought				
意見	603	9999999		2	ý kiến	view, opinion				
意見	2924	9999999		2	ý kiến	view, opinion				
意義	604	9999999		2	ý nghĩa	meaning, sense				
意義	1903	9999999		2	ý nghĩa	meaning, sense				
意志	605	9999999		2	ý chí	will				
意志	2796	9999999		2	ý chí	will				
注意	606	9999999		2	chú ý	to pay attention				
注意	1767	9999999		2	chú ý	to pay attention				
適意	607	9999999		2	thích ý	to be satisfied				
適意	1483	9999999		2	thích ý	to be satisfied				
㗂意	608	9999999		2	tiếng ý	italian (language)				
㗂意	784	9999999		2	tiếng ý	italian (language)				
𡨹意	609	9999999		2	giữ ý	to be thoughtful				
𡨹意	1702	9999999		2	giữ ý	to be thoughtful				
𢢲意	610	9999999		2	đẹp ý	to be pleasing, to content				
𢢲意	1130	9999999		2	đẹp ý	to be pleasing, to content				
意𢣂	612	9999999		2	ý nghĩ	thought, idea				
意𢣂	1462	9999999		2	ý nghĩ	thought, idea				
形影	615	9999999		2	hình ảnh	image, photo, photograph				
形影	840	9999999		2	hình ảnh	image, photo, photograph				
影焒	616	9999999		2	ảnh lửa	light of fire				
影焒	3008	9999999		2	ảnh lửa	light of fire				
紙影	617	9999999		2	giấy ảnh	photographic paper				
紙影	2859	9999999		2	giấy ảnh	photographic paper				
和平	624	9999999		2	hoà bình	peace, peaceful				
和平	2163	9999999		2	hoà bình	peace, peaceful				
太平洋	625	9999999		3	Thái Bình Dương	Pacific Ocean				
太平洋	2311	9999999		3	Thái Bình Dương	Pacific Ocean				
太平洋	2346	9999999		3	Thái Bình Dương	Pacific Ocean				
金朋	628	9999999		2	kim bằng	true friend				
金朋	1800	9999999		2	kim bằng	true friend				
徊芇	635	9999999		2	hồi nào	when (in the past)				
徊芇	2367	9999999		2	hồi nào	when (in the past)				
頭𣎃	643	9999999		2	đầu tháng	beginning of the month				
頭𣎃	693	9999999		2	đầu tháng	beginning of the month				
吝頭	644	9999999		2	lần đầu	the first time				
吝頭	710	9999999		2	lần đầu	the first time				
拖頭	645	9999999		2	đỡ đầu	to sponsor (someone), to support (someone)				
拖頭	3065	9999999		2	đỡ đầu	to sponsor (someone), to support (someone)				
吝頭先	646	9999999		3	lần đầu tiên	the (very) first time				
吝頭先	711	9999999		3	lần đầu tiên	the (very) first time				
吝頭先	3126	9999999		3	lần đầu tiên	the (very) first time				
投機	648	9999999		2	đầu cơ	to speculate				
投機	2745	9999999		2	đầu cơ	to speculate				
朝阮	650	9999999		2	triều Nguyễn	Nguyen Dynasty				
朝阮	2094	9999999		2	triều Nguyễn	Nguyen Dynasty				
𠶢哴	652	9999999		2	dù rằng	though; although				
𠶢哴	1581	9999999		2	dù rằng	though; although				
𣘃曰	660	9999999		2	cây viết	pen				
𣘃曰	1500	9999999		2	cây viết	pen				
紙曰書	661	9999999		3	giấy viết thư	letter paper				
紙曰書	993	9999999		3	giấy viết thư	letter paper				
紙曰書	2865	9999999		3	giấy viết thư	letter paper				
理想	669	9999999		2	lý tưởng	ideal				
理想	1752	9999999		2	lý tưởng	ideal				
理由	670	9999999		2	lý do	cause; reason				
理由	716	9999999		2	lý do	cause; reason				
物理	672	9999999		2	vật lý	physics, physical				
物理	2199	9999999		2	vật lý	physics, physical				
物理學	673	9999999		3	vật lý học	physics (field of study)				
物理學	1182	9999999		3	vật lý học	physics (field of study)				
物理學	2200	9999999		3	vật lý học	physics (field of study)				
心理	674	9999999		2	tâm lý	psychology				
心理	1526	9999999		2	tâm lý	psychology				
地理	675	9999999		2	địa lý	geography				
地理	3610	9999999		2	địa lý	geography				
助理	676	9999999		2	trợ lý	assistant				
助理	3411	9999999		2	trợ lý	assistant				
正體	679	9999999		2	chính thể	conventional (character), traditional (character)				
正體	3086	9999999		2	chính thể	conventional (character), traditional (character)				
政治家	684	9999999		3	chính trị gia	politician				
政治家	2234	9999999		3	chính trị gia	politician				
政治家	3090	9999999		3	chính trị gia	politician				
政治犯	685	9999999		3	chính trị phạm	political prisoner				
政治犯	2644	9999999		3	chính trị phạm	political prisoner				
政治犯	3091	9999999		3	chính trị phạm	political prisoner				
政黨	686	9999999		2	chính đảng	political party				
政黨	2496	9999999		2	chính đảng	political party				
地政治	687	9999999		3	địa chính trị	geopolitics				
地政治	3098	9999999		3	địa chính trị	geopolitics				
地政治	3611	9999999		3	địa chính trị	geopolitics				
執政	688	9999999		2	chấp chính	to seize power, to assume power				
執政	3790	9999999		2	chấp chính	to seize power, to assume power				
菭𣎃	692	9999999		2	đầy tháng	one month old (age of a baby)				
菭𣎃	1826	9999999		2	đầy tháng	one month old (age of a baby)				
𣎃四	694	9999999		2	tháng tư	april				
𣎃四	1574	9999999		2	tháng tư	april				
入會	699	9999999		2	nhập hội	to be admitted to an association				
入會	3433	9999999		2	nhập hội	to be admitted to an association				
社會主義	700	9999999		4	xã hội chủ nghĩa	socialism, socialist				
社會主義	1906	9999999		4	xã hội chủ nghĩa	socialism, socialist				
社會主義	2786	9999999		4	xã hội chủ nghĩa	socialism, socialist				
社會主義	2841	9999999		4	xã hội chủ nghĩa	socialism, socialist				
調憢	704	9999999		2	đều nhau	equal				
調憢	744	9999999		2	đều nhau	equal				
𣗓曾	706	9999999		2	chưa từng	never				
𣗓曾	822	9999999		2	chưa từng	never				
由探	714	9999999		2	do thám	to spy				
由探	2708	9999999		2	do thám	to spy				
縁由	715	9999999		2	duyên do	reason, cause				
縁由	3398	9999999		2	duyên do	reason, cause				
庄𣃣	718	9999999		2	chẳng vừa	to be not much better either, no less terrible				
庄𣃣	1663	9999999		2	chẳng vừa	to be not much better either, no less terrible				
文𨤔	725	9999999		2	văn vẻ	style; polished, refined				
文𨤔	2277	9999999		2	văn vẻ	style; polished, refined				
文莱	726	9999999		2	Văn Lai	Brunei				
漢文	727	9999999		2	hán văn	classical Chinese literature				
漢文	3662	9999999		2	hán văn	classical Chinese literature				
回文	728	9999999		2	hồi văn	palindrome				
回文	2363	9999999		2	hồi văn	palindrome				
大工業	735	9999999		3	đại công nghiệp	large-scale industry				
大工業	1597	9999999		3	đại công nghiệp	large-scale industry				
大工業	2962	9999999		3	đại công nghiệp	large-scale industry				
分工	736	9999999		2	phần công	to allot, to assign				
分工	1406	9999999		2	phần công	to allot, to assign				
葻花	753	9999999		2	bông hoa	flowers				
葻花	3444	9999999		2	bông hoa	flowers				
𥒥花	754	9999999		2	đá hoa	marble				
𥒥花	2181	9999999		2	đá hoa	marble				
花茶	755	9999999		2	hoa trà	camelia				
花茶	3393	9999999		2	hoa trà	camelia				
中華	758	9999999		2	Trung Hoa	Chinese, China				
中華	888	9999999		2	Trung Hoa	Chinese, China				
仉𡘯	762	9999999		2	kẻ lớn	the mighty, the privileged				
仉𡘯	2341	9999999		2	kẻ lớn	the mighty, the privileged				
埃及	767	9999999		2	Ai Cập	Egypt				
埃及	3647	9999999		2	Ai Cập	Egypt				
埃ㇴ	768	9999999		2	ai ai	everybody, everyone				
埃ㇴ	3918	9999999		2	ai ai	everybody, everyone				
堆𠀧	772	9999999		2	đôi ba	a few				
堆𠀧	2384	9999999		2	đôi ba	a few				
爸媽	774	9999999		2	ba má	parents, father and mother				
爸媽	3240	9999999		2	ba má	parents, father and mother				
卒㗂	777	9999999		2	tốt tiếng	popular, well-reputed				
卒㗂	1712	9999999		2	tốt tiếng	popular, well-reputed				
㗂越	778	9999999		2	tiếng việt	vietnamese (language)				
㗂越	876	9999999		2	tiếng việt	vietnamese (language)				
㗂英	779	9999999		2	tiếng anh	english (language)				
㗂英	3667	9999999		2	tiếng anh	english (language)				
㗂法	780	9999999		2	tiếng pháp	french (language)				
㗂法	1519	9999999		2	tiếng pháp	french (language)				
㗂日	781	9999999		2	tiếng nhật	japanese (language)				
㗂日	1833	9999999		2	tiếng nhật	japanese (language)				
㗂中國	782	9999999		3	tiếng trung quốc	chinese (language)				
㗂中國	882	9999999		3	tiếng trung quốc	chinese (language)				
㗂中國	954	9999999		3	tiếng trung quốc	chinese (language)				
㗂德	783	9999999		2	tiếng đức	german (language)				
㗂德	1687	9999999		2	tiếng đức	german (language)				
㗂美	785	9999999		2	tiếng mỹ	american english (language)				
㗂美	3868	9999999		2	tiếng mỹ	american english (language)				
㗂中	786	9999999		2	tiếng Trung	Chinese (language)				
㗂中	887	9999999		2	tiếng Trung	Chinese (language)				
芒㗂	787	9999999		2	mang tiếng	to suffer a bad reputation				
芒㗂	928	9999999		2	mang tiếng	to suffer a bad reputation				
引塘	791	9999999		2	dẫn đường	to show the way				
引塘	2899	9999999		2	dẫn đường	to show the way				
𨷑塘	792	9999999		2	mở đường	to pave the way for, to initiate				
𨷑塘	2085	9999999		2	mở đường	to pave the way for, to initiate				
塘鐵	793	9999999		2	đường sắt	Railway				
塘高速	794	9999999		3	đường cao tốc	highway				
塘高速	973	9999999		3	đường cao tốc	highway				
糖𥽢	796	9999999		2	đường phèn	rock sugar, rock candy				
糖𥽢	3894	9999999		2	đường phèn	rock sugar, rock candy				
學堂	799	9999999		2	học đường	school				
學堂	1196	9999999		2	học đường	school				
女學堂	800	9999999		3	nữ học đường	school for girls, girl's school				
女學堂	1197	9999999		3	nữ học đường	school for girls, girl's school				
女學堂	1417	9999999		3	nữ học đường	school for girls, girl's school				
佛堂	801	9999999		2	phật đường	buddhist pagoda				
佛堂	3031	9999999		2	phật đường	buddhist pagoda				
教堂	802	9999999		2	giáo đường	palace of worship, church				
教堂	3368	9999999		2	giáo đường	palace of worship, church				
後堂	803	9999999		2	hậu đường	building at the back of a mansion				
後堂	3424	9999999		2	hậu đường	building at the back of a mansion				
内堂	804	9999999		2	nội đường	in-house, inside the house				
内堂	3557	9999999		2	nội đường	in-house, inside the house				
世紀	807	9999999		2	thế kỷ	century				
世紀	3875	9999999		2	thế kỷ	century				
世俗	809	9999999		2	thế tục	profane, secular, mundane				
世俗	3237	9999999		2	thế tục	profane, secular, mundane				
新世界	810	9999999		3	Tân Thế Giới	the New World				
新世界	2516	9999999		3	Tân Thế Giới	the New World				
替品	812	9999999		2	thế phẩm	substitute				
替品	3046	9999999		2	thế phẩm	substitute				
氣勢	817	9999999		2	khí thế	momentum, impetus				
氣勢	3287	9999999		2	khí thế	momentum, impetus				
形勢	818	9999999		2	hình thế	complexion, character, situation; terrain, topography				
形勢	839	9999999		2	hình thế	complexion, character, situation; terrain, topography				
地勢	819	9999999		2	địa thế	terrain, site				
地勢	3605	9999999		2	địa thế	terrain, site				
泣坭	832	9999999		2	khắp nơi	everywhere				
泣坭	2828	9999999		2	khắp nơi	everywhere				
𦣰坭	833	9999999		2	nằm nơi	to be confined; to lie in				
𦣰坭	1742	9999999		2	nằm nơi	to be confined; to lie in				
形𦘧	838	9999999		2	hình vẽ	painting, drawing				
形𦘧	1624	9999999		2	hình vẽ	painting, drawing				
隊形	841	9999999		2	đội hình	formation, line-up				
隊形	2267	9999999		2	đội hình	formation, line-up				
現前	844	9999999		2	hiện tiền	in front of one				
現前	2126	9999999		2	hiện tiền	in front of one				
𩈘前	845	9999999		2	mặt tiền	front, front side				
𩈘前	1251	9999999		2	mặt tiền	front, front side				
前定	846	9999999		2	tiền định	predetermined, predestined, preordained				
前定	2287	9999999		2	tiền định	predetermined, predestined, preordained				
前提	847	9999999		2	tiền đề	premise, precondition, prerequisite				
前提	3514	9999999		2	tiền đề	premise, precondition, prerequisite				
前途	848	9999999		2	tiền đồ	future, prospects				
前途	2739	9999999		2	tiền đồ	future, prospects				
前人	849	9999999		2	tiền nhân	predecessor				
前人	2019	9999999		2	tiền nhân	predecessor				
前史	850	9999999		2	tiền sử	prehistoric; prehistory				
前史	3324	9999999		2	tiền sử	prehistoric; prehistory				
錢紙	854	9999999		2	tiền giấy	banknote, paper money				
錢紙	2857	9999999		2	tiền giấy	banknote, paper money				
𪝳些	858	9999999		2	hắn ta	bloke, jerk, idiot				
𪝳些	2647	9999999		2	hắn ta	bloke, jerk, idiot				
指南	860	9999999		2	chỉ nam	to guide; guide (book)				
指南	2807	9999999		2	chỉ nam	to guide; guide (book)				
越南	861	9999999		2	Việt Nam	Vietnam; vietnamese				
越南	873	9999999		2	Việt Nam	Vietnam; vietnamese				
海南	862	9999999		2	Hải Nam	Hainan (island)				
海南	2755	9999999		2	Hải Nam	Hainan (island)				
洲南極	863	9999999		3	Châu Nam Cực	Antarctica				
洲南極	1809	9999999		3	Châu Nam Cực	Antarctica				
南大洋	864	9999999		3	Nam Đại Dương	Antarctic Ocean				
南大洋	1600	9999999		3	Nam Đại Dương	Antarctic Ocean				
南大洋	2352	9999999		3	Nam Đại Dương	Antarctic Ocean				
南洋	865	9999999		2	Nam Dương	Indonesia				
南洋	2354	9999999		2	Nam Dương	Indonesia				
南非	866	9999999		2	Nam Phi	South Africa				
𪰂南	867	9999999		2	phía nam	south, to the south				
𪰂南	1999	9999999		2	phía nam	south, to the south				
南美	868	9999999		2	Nam Mỹ	South America				
南美	3872	9999999		2	Nam Mỹ	South America				
沔南	870	9999999		2	miền nam	southern region; southern Vietnam				
沔南	1755	9999999		2	miền nam	southern region; southern Vietnam				
𧆄南	871	9999999		2	thuốc nam	Vietnamese herbs				
𧆄南	2555	9999999		2	thuốc nam	Vietnamese herbs				
漢越	877	9999999		2	Hán Việt	Sino-Vietnamese				
漢越	3661	9999999		2	Hán Việt	Sino-Vietnamese				
中國	880	9999999		2	trung quốc	China; chinese				
中國	953	9999999		2	trung quốc	China; chinese				
節中秋	881	9999999		3	tết trung thu	mid-autumn festival				
節中秋	1964	9999999		3	tết trung thu	mid-autumn festival				
節中秋	2629	9999999		3	tết trung thu	mid-autumn festival				
中非	883	9999999		2	Trung Phi	Central African Republic				
地中海	884	9999999		3	Địa Trung Hải	Mediterranean Sea, Mediterranean				
