number	Freq.	Unicode	Text	syllables	QN	English
378	9999999.00		𨖲𤖹	2	lên lớp	to give a lesson
379	9999999.00		捲𨖲	2	cuốn lên	to roll up, to curl up
381	9999999.00		慄𪜀	2	rất là	very, extremely
383	9999999.00		偀戶	2	anh họ	cousin
384	9999999.00		𠸜戶	2	tên họ	family name; last name
385	9999999.00		戶口	2	hộ khẩu	registered residence; population, number of inhabitants
390	9999999.00		老婆	2	lão bà	old lady
391	9999999.00		婆外	2	bà ngoại	maternal grandmother
392	9999999.00		婆内	2	bà nội	paternal grandmother
395	9999999.00		入局	2	nhập cuộc	to be an insider, to take part in
396	9999999.00		局生	2	cuộc sống	life, existence
399	9999999.00		册引	2	sách dẫn	index (book)
400	9999999.00		卷册	2	cuốn sách	book
401	9999999.00		讀册	2	đọc sách	to read a book
404	9999999.00		同音	2	đồng âm	homophone; homonym
405	9999999.00		共同	2	cộng đồng	community
406	9999999.00		同意	2	đồng ý	to agree, to accord, to consent, to approve
408	9999999.00		銅鉑	2	đồng bạc	piastre; silver dollar
410	9999999.00		垌平	2	đồng bằng	plain, lowland, level land
411	9999999.00		𩵜垌	2	cá đồng	freshwater fish
419	9999999.00		𡢐欺	2	sau khi	later, after, thereafter
420	9999999.00		𡢐歇	2	sau hết	finally, at the end
421	9999999.00		𡢐𠯆	2	sau nữa	moreover
422	9999999.00		𡢐𠸗	2	sau xưa	from before and after
423	9999999.00		𠓀𡢐	2	trước sau	inevitably, sooner or later
425	9999999.00		當今	2	đương kim	present, current
429	9999999.00		咍過	2	hay quá	very good; well done
433	9999999.00		𤯩𣩂	2	sống chết	life and death; at all costs
434	9999999.00		扒𤯩	2	bắt sống	capture alive
435	9999999.00		咹𤯩	2	ăn sống	to eat raw (food)
438	9999999.00		年少	2	niên thiếu	young, tender
439	9999999.00		十年	2	thập niên	decade
440	9999999.00		元年	2	nguyên niên	first year of rule's reign
441	9999999.00		青年	2	thanh niên	youth, juvenile, young person
442	9999999.00		成年	2	thành niên	adolescent
456	9999999.00		别𩈘	2	biết mặt	to know (someone) by sight
457	9999999.00		别條	2	biết điều	reasonable, judicious, sensible
458	9999999.00		認别	2	nhận biết	to realize, to recognize; to identify
462	9999999.00		𣗓曾𧡊	3	chưa từng thấy	unprecedented
464	9999999.00		耒𫥨	2	rồi ra	in the future
468	9999999.00		占城	2	Chiêm Thành 	Champa
473	9999999.00		成此	2	thành thử	therefore, so, hence
474	9999999.00		形成	2	hình thành	to take form, to shape
475	9999999.00		成年	2	thành niên	adolescent
477	9999999.00		誠實	2	thành thật	honest, honesty
483	9999999.00		次𠄼	2	thứ năm	thursday; fifth
492	9999999.00		渃𤊡	2	nước bóng	lustre (of pearls)
493	9999999.00		渃越	2	nước việt	Vietnam; the Vietnamese country
494	9999999.00		渃炊	2	nước sôi	boiling water
495	9999999.00		𡽫渃	2	non nước	fatherland
496	9999999.00		渃𥒥	2	nước đá	ice, frozen water
497	9999999.00		渃𣖙	2	nước mía	sugarcane juice
498	9999999.00		渃茶	2	nước trà	tea (beverage)
501	9999999.00		𢭲細	2	vói tới	to reach sth.
509	9999999.00		𦓅哿	2	già cả	venerably old, elderly
510	9999999.00		歇哿	2	hết cả	all and sundry, all without exception
516	9999999.00		共同	2	cộng đồng	community
519	9999999.00		庄之	2	chẳng gì	nothing at all
520	9999999.00		空之	2	không gì	nothing
521	9999999.00		丐之	2	cái gì	what
527	9999999.00		兜低	2	đâu đây	somewhere
536	9999999.00		卒数	2	tốt số	fortunate, lucky
537	9999999.00		都数	2	đủ số	complete, full
538	9999999.00		数黰	2	số đen	bad luck, misfortune
539	9999999.00		𠁦数	2	trúng số	to win (a lottery)
540	9999999.00		縁数	2	duyên số	predestined fate
541	9999999.00		係数	2	hệ số	coefficient, factor
542	9999999.00		營数	2	doanh số	turnover
543	9999999.00		指数經濟	4	chỉ số kinh tế	economic index
549	9999999.00		菭歲	2	đầy tuổi	one year old (age of a baby)
550	9999999.00		𠃣歲	2	ít tuổi	still young
551	9999999.00		𢜠歲	2	mừng tuổi	to express new year's day wishes (for being one year older)
554	9999999.00		次一	2	thứ nhất	the first
555	9999999.00		次二	2	thứ nhì	the second
556	9999999.00		次𠄩	2	thứ hai	monday; second
557	9999999.00		次𠀧	2	thứ ba	tuesday; third
558	9999999.00		次四	2	thứ tư	wednesday; fourth
559	9999999.00		次𠄼	2	thứ năm	thursday; fifth
560	9999999.00		次𦒹	2	thứ sáu	friday; sixth
561	9999999.00		次𬙞	2	thứ bảy	saturday; seventh
562	9999999.00		次要	2	thứ yếu	secondary
565	9999999.00		時期	2	thời kỳ	period
567	9999999.00		花旗	2	Hoa Kỳ	United States of America
568	9999999.00		下旗	2	hạ cờ	to lower the flag
570	9999999.00		南圻	2	Nam Kỳ	Cochinchina
571	9999999.00		北圻	2	Bắc Kỳ	Tonkin
572	9999999.00		中圻	2	Trung Kỳ	Annam
577	9999999.00		㛪重	2	em chồng	younger brother or sister in law
578	9999999.00		㛪𫯳	2	em chồng	brother in law, sister in law
579	9999999.00		偀姉㛪	3	anh chị em	brothers and sisters, siblings
580	9999999.00		𥘷㛪	2	trẻ em	young child, infant
587	9999999.00		萬一	2	vạn nhất	in the rare case of, by any chance
588	9999999.00		第一	2	đệ nhất	the first
589	9999999.00		次一	2	thứ nhất	the first
595	9999999.00		𠓀𡢐	2	trước sau	inevitably, sooner or later
596	9999999.00		徊𠓀	2	hồi trước	in the past, before
598	9999999.00		各伴	2	các bạn	friends; you (plural)
599	9999999.00		伴𫇰	2	bạn cũ	old friend
600	9999999.00		伴鐄	2	bạn vàng	very dear friend
602	9999999.00		意想	2	ý tưởng	idea, thought
603	9999999.00		意見	2	ý kiến	view, opinion
604	9999999.00		意義	2	ý nghĩa	meaning, sense
605	9999999.00		意志	2	ý chí	will
606	9999999.00		注意	2	chú ý	to pay attention
607	9999999.00		適意	2	thích ý	to be satisfied
608	9999999.00		㗂意	2	tiếng ý	italian (language)
609	9999999.00		𡨹意	2	giữ ý	to be thoughtful
610	9999999.00		𢢲意	2	đẹp ý	to be pleasing, to content
611	9999999.00		同意	2	đồng ý	to agree, to accord, to consent, to approve
612	9999999.00		意𢣂	2	ý nghĩ	thought, idea
615	9999999.00		形影	2	hình ảnh	image, photo, photograph
616	9999999.00		影焒	2	ảnh lửa	light of fire
617	9999999.00		紙影	2	giấy ảnh	photographic paper
624	9999999.00		和平	2	hoà bình	peace, peaceful
625	9999999.00		太平洋	3	Thái Bình Dương	Pacific Ocean
626	9999999.00		垌平	2	đồng bằng	plain, lowland, level land
628	9999999.00		金朋	2	kim bằng	true friend
634	9999999.00		如勢芇	3	như thế nào	how
635	9999999.00		徊芇	2	hồi nào	when (in the past)
643	9999999.00		頭𣎃	2	đầu tháng	beginning of the month
644	9999999.00		吝頭	2	lần đầu	the first time
645	9999999.00		拖頭	2	đỡ đầu	to sponsor (someone), to support (someone)
646	9999999.00		吝頭先	3	lần đầu tiên	the (very) first time
648	9999999.00		投機	2	đầu cơ	to speculate
650	9999999.00		朝阮	2	triều Nguyễn	Nguyen Dynasty
652	9999999.00		𠶢哴	2	dù rằng	though; although
654	9999999.00		格爫	2	cách làm	way to do (something)
660	9999999.00		𣘃曰	2	cây viết	pen
661	9999999.00		紙曰書	3	giấy viết thư	letter paper
666	9999999.00		𣅶呢	2	lúc này	currently; at present
669	9999999.00		理想	2	lý tưởng	ideal
670	9999999.00		理由	2	lý do	cause; reason
671	9999999.00		固理	2	có lý	right, reasonable; sensible
672	9999999.00		物理	2	vật lý	physics, physical
673	9999999.00		物理學	3	vật lý học	physics (field of study)
674	9999999.00		心理	2	tâm lý	psychology
675	9999999.00		地理	2	địa lý	geography
676	9999999.00		助理	2	trợ lý	assistant
679	9999999.00		正體	2	chính thể	conventional (character), traditional (character)
684	9999999.00		政治家	3	chính trị gia	politician
685	9999999.00		政治犯	3	chính trị phạm	political prisoner
686	9999999.00		政黨	2	chính đảng	political party
687	9999999.00		地政治	3	địa chính trị	geopolitics
688	9999999.00		執政	2	chấp chính	to seize power, to assume power
692	9999999.00		菭𣎃	2	đầy tháng	one month old (age of a baby)
693	9999999.00		頭𣎃	2	đầu tháng	beginning of the month
694	9999999.00		𣎃四	2	tháng tư	april
699	9999999.00		入會	2	nhập hội	to be admitted to an association
700	9999999.00		社會主義	4	xã hội chủ nghĩa	socialism, socialist
704	9999999.00		調憢	2	đều nhau	equal
706	9999999.00		𣗓曾	2	chưa từng	never
707	9999999.00		𣗓曾𧡊	3	chưa từng thấy	unprecedented
710	9999999.00		吝頭	2	lần đầu	the first time
711	9999999.00		吝頭先	3	lần đầu tiên	the (very) first time
714	9999999.00		由探	2	do thám	to spy
715	9999999.00		縁由	2	duyên do	reason, cause
716	9999999.00		理由	2	lý do	cause; reason
718	9999999.00		庄𣃣	2	chẳng vừa	to be not much better either, no less terrible
725	9999999.00		文𨤔	2	văn vẻ	style; polished, refined
726	9999999.00		文莱	2	Văn Lai	Brunei
727	9999999.00		漢文	2	hán văn	classical Chinese literature
728	9999999.00		回文	2	hồi văn	palindrome
734	9999999.00		工役	2	công việc	work; employment
735	9999999.00		大工業	3	đại công nghiệp	large-scale industry
736	9999999.00		分工	2	phần công	to allot, to assign
738	9999999.00		卷册	2	cuốn sách	book
740	9999999.00		捲𨖲	2	cuốn lên	to roll up, to curl up
741	9999999.00		捲吏	2	cuốn lại	to wind up, to spool, to coil
744	9999999.00		調憢	2	đều nhau	equal
745	9999999.00		調拱	2	đều cũng	equally, also, as well
750	9999999.00		别條	2	biết điều	reasonable, judicious, sensible
753	9999999.00		葻花	2	bông hoa	flowers
754	9999999.00		𥒥花	2	đá hoa	marble
755	9999999.00		花茶	2	hoa trà	camelia
756	9999999.00		花旗	2	Hoa Kỳ	United States of America
758	9999999.00		中華	2	Trung Hoa	Chinese, China
762	9999999.00		仉𡘯	2	kẻ lớn	the mighty, the privileged
766	9999999.00		唄埃	2	với ai	with somebody; together (with so.)
767	9999999.00		埃及	2	Ai Cập	Egypt
768	9999999.00		埃ㇴ	2	ai ai	everybody, everyone
769	9999999.00		𠇍埃	2	mấy ai	few people
771	9999999.00		次𠀧	2	thứ ba	tuesday; third
772	9999999.00		堆𠀧	2	đôi ba	a few
774	9999999.00		爸媽	2	ba má	parents, father and mother
777	9999999.00		卒㗂	2	tốt tiếng	popular, well-reputed
778	9999999.00		㗂越	2	tiếng việt	vietnamese (language)
779	9999999.00		㗂英	2	tiếng anh	english (language)
780	9999999.00		㗂法	2	tiếng pháp	french (language)
781	9999999.00		㗂日	2	tiếng nhật	japanese (language)
782	9999999.00		㗂中國	3	tiếng trung quốc	chinese (language)
783	9999999.00		㗂德	2	tiếng đức	german (language)
784	9999999.00		㗂意	2	tiếng ý	italian (language)
785	9999999.00		㗂美	2	tiếng mỹ	american english (language)
786	9999999.00		㗂中	2	tiếng Trung	Chinese (language)
787	9999999.00		芒㗂	2	mang tiếng	to suffer a bad reputation
791	9999999.00		引塘	2	dẫn đường	to show the way
792	9999999.00		𨷑塘	2	mở đường	to pave the way for, to initiate
793	9999999.00		塘鐵	2	đường sắt	Railway
794	9999999.00		塘高速	3	đường cao tốc	highway
796	9999999.00		糖𥽢	2	đường phèn	rock sugar, rock candy
799	9999999.00		學堂	2	học đường	school
800	9999999.00		女學堂	3	nữ học đường	school for girls, girl's school
801	9999999.00		佛堂	2	phật đường	buddhist pagoda
802	9999999.00		教堂	2	giáo đường	palace of worship, church
803	9999999.00		後堂	2	hậu đường	building at the back of a mansion
804	9999999.00		内堂	2	nội đường	in-house, inside the house
807	9999999.00		世紀	2	thế kỷ	century
808	9999999.00		世事	2	thế sự	world affairs
809	9999999.00		世俗	2	thế tục	profane, secular, mundane
810	9999999.00		新世界	3	Tân Thế Giới	the New World
812	9999999.00		替品	2	thế phẩm	substitute
817	9999999.00		氣勢	2	khí thế	momentum, impetus
818	9999999.00		形勢	2	hình thế	complexion, character, situation; terrain, topography
819	9999999.00		地勢	2	địa thế	terrain, site
820	9999999.00		如勢芇	3	như thế nào	how
822	9999999.00		𣗓曾	2	chưa từng	never
823	9999999.00		𣗓曾𧡊	3	chưa từng thấy	unprecedented
824	9999999.00		㐌曾	2	đã từng	ever
825	9999999.00		曾丐	2	từng cái	one at a time, one by one, individually
832	9999999.00		泣坭	2	khắp nơi	everywhere
833	9999999.00		𦣰坭	2	nằm nơi	to be confined; to lie in
838	9999999.00		形𦘧	2	hình vẽ	painting, drawing
839	9999999.00		形勢	2	hình thế	complexion, character, situation; terrain, topography
840	9999999.00		形影	2	hình ảnh	image, photo, photograph
841	9999999.00		隊形	2	đội hình	formation, line-up
842	9999999.00		形成	2	hình thành	to take form, to shape
844	9999999.00		現前	2	hiện tiền	in front of one
845	9999999.00		𩈘前	2	mặt tiền	front, front side
846	9999999.00		前定	2	tiền định	predetermined, predestined, preordained
847	9999999.00		前提	2	tiền đề	premise, precondition, prerequisite
848	9999999.00		前途	2	tiền đồ	future, prospects
849	9999999.00		前人	2	tiền nhân	predecessor
850	9999999.00		前史	2	tiền sử	prehistoric; prehistory
854	9999999.00		錢紙	2	tiền giấy	banknote, paper money
858	9999999.00		𪝳些	2	hắn ta	bloke, jerk, idiot
860	9999999.00		指南	2	chỉ nam	to guide; guide (book)
861	9999999.00		越南	2	Việt Nam	Vietnam; vietnamese
862	9999999.00		海南	2	Hải Nam	Hainan (island)
863	9999999.00		洲南極	3	Châu Nam Cực	Antarctica 
864	9999999.00		南大洋	3	Nam Đại Dương	Antarctic Ocean
865	9999999.00		南洋	2	Nam Dương	Indonesia
866	9999999.00		南非	2	Nam Phi	South Africa
867	9999999.00		𪰂南	2	phía nam	south, to the south
868	9999999.00		南美	2	Nam Mỹ	South America
869	9999999.00		南圻	2	Nam Kỳ	Cochinchina
870	9999999.00		沔南	2	miền nam	southern region; southern Vietnam
871	9999999.00		𧆄南	2	thuốc nam	Vietnamese herbs
873	9999999.00		越南	2	Việt Nam	Vietnam; vietnamese
874	9999999.00		𠊛越	2	người việt	vietnamese person; vietnamese people
875	9999999.00		渃越	2	nước việt	Vietnam; the Vietnamese country
876	9999999.00		㗂越	2	tiếng việt	vietnamese (language)
877	9999999.00		漢越	2	Hán Việt	Sino-Vietnamese
880	9999999.00		中國	2	trung quốc	China; chinese
881	9999999.00		節中秋	3	tết trung thu	mid-autumn festival
882	9999999.00		㗂中國	3	tiếng trung quốc	chinese (language)
883	9999999.00		中非	2	Trung Phi	Central African Republic
884	9999999.00		地中海	3	Địa Trung Hải	Mediterranean Sea, Mediterranean
885	9999999.00		中學	2	trung học	high school, secondary school
886	9999999.00		中心研究	4	trung tâm nghiên cứu	research center
887	9999999.00		㗂中	2	tiếng Trung	Chinese (language)
888	9999999.00		中華	2	Trung Hoa	Chinese, China
889	9999999.00		沔中	2	miền trung	central region; central Vietnam
890	9999999.00		中圻	2	Trung Kỳ	Annam
891	9999999.00		禮中秋	3	lễ trung thu	mid-autumn festival
898	9999999.00		茹𥘷	2	nhà trẻ	day nursery, creche
899	9999999.00		𥘷㛪	2	trẻ em	young child, infant
900	9999999.00		嫩𥘷	2	non trẻ	young, of tender age
904	9999999.00		𠸜戶	2	tên họ	family name; last name
905	9999999.00		𠸜俗	2	tên tục	birth name
906	9999999.00		𨖅𠸜	2	sang tên	to transfer
908	9999999.00		𥏌焒	2	tên lửa	rocket, missile
911	9999999.00		誠實	2	thành thật	honest, honesty
912	9999999.00		𣦍實	2	ngay thật	sincere; honest
913	9999999.00		事實	2	sự thật 	truth
919	9999999.00		殷勤	2	ân cần	thoughtful, solicitous
920	9999999.00		勤要	2	cần yếu	indispensable, essential, important
925	9999999.00		𢲧𡀯	2	gây chuyện	to be quarrelsome; to pick a quarrel (with sb.)
928	9999999.00		芒㗂	2	mang tiếng	to suffer a bad reputation
932	9999999.00		偀姉㛪	3	anh chị em	brothers and sisters, siblings
937	9999999.00		𨢇禮	2	rượu lễ	sacramental wine
938	9999999.00		禮儀	2	lễ nghi	rites, rituals
939	9999999.00		禮中秋	3	lễ trung thu	mid-autumn festival
940	9999999.00		禮教	2	lễ giáo	rites, ethical behaviour
953	9999999.00		中國	2	trung quốc	China; chinese
954	9999999.00		㗂中國	3	tiếng trung quốc	chinese (language)
955	9999999.00		帝國德	3	đế quốc đức	German Empire
956	9999999.00		王國西班牙	5	Vương Quốc Tây Ban Nha	Kingdom of Spain
957	9999999.00		王國丹麥	4	Vương quốc Đan Mạch	Kingdom of Denmark
958	9999999.00		國營	2	quốc doanh	state-run, state-managed
959	9999999.00		英國	2	anh quốc	United Kingdom of Great Britain and Northern Ireland, England (colloquial)
960	9999999.00		王國英	3	vương quốc anh	Kingdom of England
967	9999999.00		朝高	2	chiều cao	height
968	9999999.00		高賖	2	cao xa	unattainable
969	9999999.00		高點	2	cao điểm	peak, height, highest level
970	9999999.00		高上	2	cao thượng	high-minded, noble
971	9999999.00		高𢢲	2	cao đẹp	lofty and beautiful
972	9999999.00		高棉	2	Cao Miên	Cambodia, Khmer
973	9999999.00		塘高速	3	đường cao tốc	highway
977	9999999.00		步行	2	bộ hành	pedestrian
978	9999999.00		𧼋步	2	chạy bộ	to run, to walk, to do jogging
981	9999999.00		淎北部	3	Vịnh Bắc Bộ	Gulf of Tonkin
982	9999999.00		部首	2	bộ thủ	characer radical
983	9999999.00		部下	2	bộ hạ	subordinate
984	9999999.00		下部	2	hạ bộ	lower part of the abdomen
987	9999999.00		𤞦𠊛	2	mọi người	everybody, everyone
990	9999999.00		包書	2	bao thơ	envelope
991	9999999.00		書電子	3	thư điện tử	E-mail
992	9999999.00		斤書	2	cân thư	letter balance
993	9999999.00		紙曰書	3	giấy viết thư	letter paper
994	9999999.00		盒書	2	hộp thư	post office box
995	9999999.00		最後書	3	tối hậu thư	ultimatum
996	9999999.00		祝書	2	chúc thư	testament, will
1002	9999999.00		彈爭	2	đàn tranh	vietnamese zither
1005	9999999.00		傳幀	2	truyện tranh	comic
1009	9999999.00		包𢬣	2	bao tay	glove
1010	9999999.00		蹎𢬣	2	chân tay	limbs
1011	9999999.00		𢬣𤽸	2	tay trắng	bare hands
1012	9999999.00		𢭲𢬣	2	vói tay	to reach (out) for sth., to strech out one's arm (for sth.)
1014	9999999.00		𢝙𢚸	2	vui lòng	to be content, pleased, happy
1017	9999999.00		信息	2	tin tức	news, message, information
1018	9999999.00		德信	2	đức tin	creed, faith
1021	9999999.00		吀嘲	2	xin chào	(common greeting); Good afternoon/evening!
1022	9999999.00		求吀	2	cầu xin	to solicit, to ask for, to beg for
1031	9999999.00		民黰	2	dân đen	mob, rabbel
1032	9999999.00		民舉	2	dân cử	elective, people-elected
1033	9999999.00		民權	2	dân quyền	civic rights
1034	9999999.00		民衛	2	dân vệ	The people's self-defence corps
1036	9999999.00		聯省	2	liên tỉnh	inter-provincial
1039	9999999.00		咍過	2	hay quá	very good; well done
1040	9999999.00		過𡗋	2	quá lắm	too much
1044	9999999.00		咹𤯩	2	ăn sống	to eat raw (food)
1045	9999999.00		盤咹	2	bàn ăn	dinner table
1046	9999999.00		咹試	2	ăn thử	to sample (food), to taste
1047	9999999.00		式咹	2	thức ăn	food
1048	9999999.00		房咹	2	phòng ăn	dining room
1049	9999999.00		貪咹	2	tham ăn	greedy, covetous
1050	9999999.00		店咹	2	tiệm ăn	restaurant
1051	9999999.00		油咹	2	dầu ăn	cooking oil, edible oil
1052	9999999.00		咹𢜠	2	ăn mừng	to celebrate with a feast
1058	9999999.00		勤要	2	cần yếu	indispensable, essential, important
1059	9999999.00		𦓅要	2	già yếu	decrepit, old and feeble
1060	9999999.00		𡮈要	2	nhỏ yếu	small and weak
1061	9999999.00		必要	2	tất yếu	indispensable
1062	9999999.00		次要	2	thứ yếu	secondary
1063	9999999.00		重要	2	trọng yếu	essential
1064	9999999.00		要點	2	yếu điểm	the essential point, the main point
1065	9999999.00		要人	2	yếu nhân	very important person, (abbr. VIP)
1068	9999999.00		𡞕重	2	vợ chồng	couple, maried couple
1071	9999999.00		讀册	2	đọc sách	to read a book
1073	9999999.00		㹥𣩂	2	chó chết	damn, damned (colloquial)
1074	9999999.00		𣩂𨅸	2	chết đứng	to be thunderstruck, to be stunned
1075	9999999.00		𣩂吒	2	chết cha	damn it, damn, damned (colloquial)
1076	9999999.00		𤯩𣩂	2	sống chết	life and death; at all costs
1083	9999999.00		場𠖤	2	trường bay	airport
1084	9999999.00		場大學	3	trường đại học	university
1085	9999999.00		場小學	3	trường tiểu học	elementary school
1086	9999999.00		價市場	3	giá thị trường	market price, market rate, market value
1087	9999999.00		媒場學	3	môi trường học	environmental sciences, ecology, mesology
1088	9999999.00		魚場	2	ngư trường	fishing grounds
1094	9999999.00		黨長	2	đảng trưởng	party leader
1095	9999999.00		隊長	2	đội trưởng	leader of a working gang; leader of a group
1096	9999999.00		科長	2	khoa trưởng	dean, head of a university department
1097	9999999.00		𡖡長	2	nhóm trưởng	group leader, team leader
1098	9999999.00		生長	2	sinh trưởng	to grow up, to grow
1099	9999999.00		師長	2	sư trưởng	master, mastermind; military division commander
1100	9999999.00		首長	2	thủ trưởng	chief officer
1101	9999999.00		長科	2	trưởng khoa	dean, head of a university department
1112	9999999.00		步行	2	bộ hành	pedestrian
1113	9999999.00		銀行𧖱	3	ngân hàng máu	blood bank
1114	9999999.00		交行	2	giao hàng	to deliver goods
1115	9999999.00		德行	2	đức hạnh	righteousness and good character
1116	9999999.00		行𡦂	2	hàng chữ	line of text
1120	9999999.00		航海	2	hàng hải	navigation (nautical)
1124	9999999.00		𦖑唏	2	nghe hơi	to know from hearsay
1128	9999999.00		𢢲老	2	đẹp lão	hale, hale and hearty
1129	9999999.00		𢢲縁	2	đệp duyên	to make a match between two people
1130	9999999.00		𢢲意	2	đẹp ý	to be pleasing, to content
1131	9999999.00		𢢲𢚸	2	đẹp lòng	to be satisfied, to be pleased
1132	9999999.00		高𢢲	2	cao đẹp	lofty and beautiful
1134	9999999.00		字典	2	tự điển	dictionary (of characters)
1135	9999999.00		紅十字	3	hồng thập tự	Red Cross
1137	9999999.00		𠢞拖	2	giúp đỡ	to help, to assist
1140	9999999.00		𡮈要	2	nhỏ yếu	small and weak
1141	9999999.00		𠊟𡮈	2	thằng nhỏ	little guy; the younger (of two males)
1142	9999999.00		仉𡮈	2	kẻ nhỏ	the average, the ordinary man
1145	9999999.00		姅务	2	nửa mùa	half-baked
1147	9999999.00		庄𠯆	2	chẳng nữa	otherwise
1148	9999999.00		𡢐𠯆	2	sau nữa	moreover
1155	9999999.00		𫀅常	2	coi thương	to think little of
1156	9999999.00		易常	2	dễ thường	probably, possibly
1157	9999999.00		𣈜常	2	ngày thường	weekday
1158	9999999.00		五常	2	ngũ thường	the five constant virtues of Confucianism
1159	9999999.00		失常	2	thất thường	irregular, erratic
1160	9999999.00		常欺	2	thường khi	often, frequently
1161	9999999.00		常日	2	thường nhật	daily
1162	9999999.00		常常	2	thường thường	usually
1180	9999999.00		場大學	3	trường đại học	university
1181	9999999.00		學問	2	học vấn	knowledge, learning, literacy
1182	9999999.00		物理學	3	vật lý học	physics (field of study)
1183	9999999.00		動物學	3	động vật học	zoology
1184	9999999.00		入學	2	nhập học	beginning of (school) term
1185	9999999.00		神學	2	thần học	theology
1186	9999999.00		考古學	3	khảo cổ học	archaeology
1187	9999999.00		古生物學	4	cổ sinh vật học	paleontology
1188	9999999.00		中學	2	trung học	high school, secondary school
1189	9999999.00		場小學	3	trường tiểu học	elementary school
1190	9999999.00		藥學	2	dược học	pharmacy, pharmaceutics
1191	9999999.00		人類學	3	nhân loại học	anthropology
1192	9999999.00		分類學	3	phân loại học	taxonomy, systematics
1193	9999999.00		科學技術	4	khoa học kỹ thuật	science and technology
1194	9999999.00		地質學	3	địa chất học	geology
1195	9999999.00		學屬𢚸	3	học thuộc lòng	to memorize, to learn something by heart
1196	9999999.00		學堂	2	học đường	school
1197	9999999.00		女學堂	3	nữ học đường	school for girls, girl's school
1198	9999999.00		媒場學	3	môi trường học	environmental sciences, ecology, mesology
1199	9999999.00		林學	2	lâm học	forestry
1200	9999999.00		儒學	2	nho học	Confucianism
1201	9999999.00		博學	2	bác học	scholarly, learned, knowledgeable
1202	9999999.00		茹博學	3	nhà bác học	scientist
1204	9999999.00		亞東	2	á đông	east asia
1205	9999999.00		䬔東	2	gió đông	easterly wind; spring wind; spring; breeze
1206	9999999.00		東洋	2	Đông Dương	Indochina
1207	9999999.00		𣷷東	2	biển đông	south china sea
1208	9999999.00		東藥	2	đông dược	oriental medicine
1209	9999999.00		𪰂東	2	phía đông	east, to the east
1211	9999999.00		𠅍𠰺	2	mất dạy	mannerless, ill-bred
1212	9999999.00		𠅍务	2	mất mùa	to have a poor crop
1214	9999999.00		載𨑜	2	tải xuống	to download
1218	9999999.00		𤀘坦	2	vùng đất	land, area
1219	9999999.00		坦客	2	đất khách	strange land, foreign land
1220	9999999.00		𣛤坦	2	trái đất	the earth
1221	9999999.00		坦墆	2	đất đai	land
1223	9999999.00		𧸝𠹾	2	bán chịu	to sell on credit
1225	9999999.00		半音	2	bán âm	semivowel
1226	9999999.00		半島	2	bán đảo	peninsula
1227	9999999.00		半輔音	3	bán phụ âm	semi-consonant
1234	9999999.00		人類學	3	nhân loại học	anthropology
1235	9999999.00		分類	2	phân loại	to classify; classification
1236	9999999.00		分類學	3	phân loại học	taxonomy, systematics
1237	9999999.00		品類	2	phẩm loại	grade, quality
1247	9999999.00		都𩈘	2	đủ mặt	in full attendance
1248	9999999.00		𨷑𩈘	2	mở mặt	to be better off
1249	9999999.00		别𩈘	2	biết mặt	to know (someone) by sight
1250	9999999.00		認𩈘	2	nhận mặt	to identify, to reveal
1251	9999999.00		𩈘前	2	mặt tiền	front, front side
1252	9999999.00		夾𩈘	2	giáp mặt	face to face
1253	9999999.00		𩈘𡗶	2	mặt trời	sun
1255	9999999.00		徐䀡	2	chờ xem	to wait and see
1261	9999999.00		𢞂情	2	buồn tình	bored
1262	9999999.00		恩情	2	ân tình	with deep gratitude
1263	9999999.00		焒情	2	lửa tình	ardent zeal
1264	9999999.00		景情	2	cảnh tình	situation, condition, circumstances
1265	9999999.00		情恩	2	tình ân	deep feeling of gratitude
1271	9999999.00		婆外	2	bà ngoại	maternal grandmother
1272	9999999.00		外交	2	ngoài giao	diplomacy
1273	9999999.00		外𠰘	2	ngoài miệng	lip service
1276	9999999.00		家庭边内	4	gia đình bên nội	family on the paternal (father's) side
1277	9999999.00		边沛	2	bên phải	on the right side, dexter
1278	9999999.00		边賴	2	bên trái	on the left side
1279	9999999.00		堆边	2	đôi bên	both sides
1286	9999999.00		𠹲牢	2	chứ sao	(suggestive) or how else ...? certainly! of course!
1287	9999999.00		庄牢	2	chẳng sao	it doesn't matter, never mind
1288	9999999.00		爫牢	2	làm sao	how
1290	9999999.00		𣋀閻王	3	sao Điêm vương	Pluto
1291	9999999.00		𣋀海王	3	sao hải vương	Neptune
1292	9999999.00		𣋀天王	3	sao thiên vương	Uranus
1293	9999999.00		𣋀土	2	sao thổ	Saturn
1294	9999999.00		𣋀木	2	Sao Mộc	Jupiter
1295	9999999.00		𣋀火	2	sao hoả	Mars
1296	9999999.00		𣋀金	2	Sao Kim	Venus
1297	9999999.00		𣋀水	2	sao thuỷ	Mercury (planet)
1298	9999999.00		𣋀天狼	3	Sao Thiên Lang	Sirius
1299	9999999.00		𣋀北极	3	Sao Bắc cực	North Star,Polaris
1300	9999999.00		𣋀北斗	3	Sao Bắc Đẩu	Big Dipper
1302	9999999.00		𤀘坦	2	vùng đất	land, area
1308	9999999.00		𨖅張	2	sang trang	to turn over a page
1315	9999999.00		𠳐𠳒	2	vâng lời	to obey, to comply with
1316	9999999.00		拖𠳒	2	đỡ lời	to speak for (someone), to deliver a message
