no.	category	english	arabic	arabic-translit	hebrew	hebrew-niqud	hebrew-ipa	hebrew-iw-translit
495	Numbers	one hundred and one	مائة و واحد	miayat w wahid	מאה║ואחד	מֵאַהִ║וֹאַחַד	meːʔaˈhi║oːʔaˈχad	mʾh wʾḥd
496	Numbers	one hundred and two	مئة و إثنين	miat w 'ithnyn	מאה║ושתיים	מֵאַהִ║וֹּשְתַיִם	meːʔaˈhi║uːʃeˈtajim	mʾh wštyym
497	Numbers	one hundred and ten	مائة وعشرة	miayat waeashara	מאה║ועשר	מֵאַה║וֹעֲשֶׂר	meːˈʔah║oːʔaˈseʁ	mʾh wʿšr
498	Numbers	one hundred and eleven	111	111	מאה║ואחת║עשרה	מֵאָה║וֹאַחֹתָ║עֲשָׂרָה	meːˈʔaːh║oːʔaχoːˈtaː║ʔasaːˈʁaːh	mʾh wʾḥt ʿšrh
499	Numbers	one thousand	ألف	alf	אלף	אֵלֵף	ʔeːˈleːf	ʾlp
500	Numbers	one thousand and one	الف ل	alf l	אלף║ואחד	אַלְף║וֹאַחַד	ˈʔalf║oːʔaˈχad	ʾlp wʾḥd
501	Numbers	ten thousand	عشرة آلاف	eshrt alaf	עשרת║אלפים	עַשַרָתָ║אַלְפִּיִם	ʔaʃaʁaːˈtaː║ʔalpiˈjim	ʿšrt ʾlpym
502	Numbers	one hundred thousand	مئة الف	miat 'alf	מאה║אלף	מֵאַה║אַלף	meːˈʔah║ʔaˈlf	mʾh ʾlp
503	Numbers	one million	مليون واحد	milyun wahid	מיליון	מִילְיוֹן	miːlˈjoːn	mylywn
504	Numbers	one billion	billioin واحد	billioin wahid	מליארד	מִלִיָאַרְד	milijaːˈʔaʁd	mlyʾrd
505	Numbers	first	الأول	al'awal	ראשון	רִאשוֹן	ʁiˈʃoːn	rʾšwn
506	Numbers	second	الثاني	alththani	ב	ב	ˈv	b
507	Numbers	third	ثالث	thalith	ג	ג	ˈg	g
508	Numbers	fourth	رابع	rabie	רביעי	רְבִיעִי	ʁeviːˈʔiː	rbyʿy
509	Numbers	fifth	الخامس	alkhamis	חמישי	חֲמִישִי	χamiːˈʃiː	ḥmyšy
510	Numbers	sixth	السادس	alssadis	ו	וֹ	ˈoː	w
511	Months	January	كانون الثاني	kanun alththani	ינואר	יְנוֹּאַר	jenuːˈʔaʁ	ynwʾr
512	Months	February	شهر فبراير	shahr fibrayir	פברואר	פַּבְרְוַאַר	pavʁeˈvaʔaʁ	pbrwʾr
513	Months	March	مارس، يسير، يتقدم	mars, yasir, yataqadam	מרץ	מַרֶץ	maˈʁets	mrṣ
514	Months	April	أبريل	abril	אפריל	אַפְּרִיָל	ʔappeʁiˈjaːl	ʾpryl
515	Months	May	قد	qad	מאי	מַאִי	maˈʔiː	mʾy
516	Months	June	حزيران	haziran	יוני	יוֹנִי	joːˈniː	ywny
517	Months	July	يوليو	yuliu	יולי	יוֹלִי	joːˈliː	ywly
518	Months	August	أغسطس	aghustus	אוגוסט	אוֹגוֹסְט	ʔoːgoːˈset	ʾwgwsṭ
519	Months	September	سبتمبر	sibtambar	ספטמבר	סַפֶּטֶמְבֶּר	sappetemˈbeʁ	spṭmbr
520	Months	October	تشرين اول	tishrin 'awal	אוקטובר	אוֹקְטוֹבֶר	ʔoːkeˈtoːveʁ	ʾwqṭwbr
521	Months	November	تشرين الثاني	tishrin alththani	נובמבר	נוֹבֶמְבֶּר	noːvemˈbeʁ	nwbmbr
522	Months	December	ديسمبر	disambir	דצמבר	דֶצֶמְבֶּר	detsemˈbeʁ	dṣmbr
523	Days of Week	Monday	الإثنين	al'iithnin	יום║שני	יוֹם║שְנִי	ˈjoːm║ʃeˈniː	ywm šny
524	Days of Week	Tuesday	الثلاثاء	althulatha'	יום║שלישי	יוֹם║שְלִישִי	ˈjoːm║ʃeliːˈʃiː	ywm šlyšy
525	Days of Week	Wednesday	الأربعاء	al'arbiea'	יום║רביעי	יוֹם║רְבִיעִי	ˈjoːm║ʁeviːˈʔiː	ywm rbyʿy
526	Days of Week	Thursday	الخميس	alkhamis	יום║חמישי	יוֹם║חְמִישִי	ˈjoːm║χemiːˈʃiː	ywm ḥmyšy
527	Days of Week	Friday	الجمعة	aljumea	יום║שישי	יוֹם║שִישִי	ˈjoːm║ʃiːˈʃiː	ywm šyšy
528	Days of Week	Saturday	السبت	alsabt	יום║שבת	יוֹם║שַבַתָ	ˈjoːm║ʃavaˈtaː	ywm šbt
529	Days of Week	Sunday	الأحد	al'ahad	יום║ראשון	יוֹם║רִאשוֹן	ˈjoːm║ʁiˈʃoːn	ywm rʾšwn
530	Time	year	سنة	sana	בשנה	בָּשָנָה	baːʃaːˈnaːh	bšnh
531	Time	month	شهر	shahr	חודש	חֹוֹדש	χoːvːoːˈdʃ	ḥwdš
532	Time	week	أسبوع	usbue	שבוע	שָבֻוֹעַ	ʃaːvuˈvːoːaʔ	šbwʿ
533	Time	day	يوم	yawm	יום	יוֹם	ˈjoːm	ywm
534	Time	hour	ساعة	saea	שעה	שָעָה	ʃaːˈʔaːh	šʿh
535	Time	minute	دقيقة	daqiqa	דק	דַק	ˈdak	dq
536	Time	second	الثاني	alththani	ב	ב	ˈv	b
537	Time	morning	صباح	sabah	בוקר	בֹּוֹקֵר	boːvːoːˈkeːʁ	bwqr
538	Time	afternoon	بعد الزوال	baed alzawal	אחרי║הצהריים	אַחֲרִי║הַצָהָרַיִם	ʔaχaˈʁiː║hatsaːhaːˈʁajim	ʾḥry hṣhryym
539	Time	evening	اخر النهار	akhar alnahar	ערב	עֵרֵב	ʔeːˈʁeːv	ʿrb
540	Time	night	ليل	layl	לילה	לַיָלָה	lajaːˈlaːh	lylh
541	Time	time	مرة	mara	זמן	זְמַן	zeˈman	zmn
542	Verbs	to work	للعمل	lileamal	לעבוד	לעָבֹוֹד	lʔaːvoːˈvːoːd	lʿbwd
543	Verbs	to play	اللعب	allaeb	לשחק	לשַחַק	lˈʃaχak	lšḥq
544	Verbs	to walk	للمشي	lilmashi	ללכת	לָלכת	laːlˈχt	llkt
545	Verbs	to run	لتشغيل	litashghil	לרוץ	לָרוֹּץ	laːˈʁuːts	lrwṣ
546	Verbs	to drive	لدفع	lidafe	לנהוג	לִנָהוֹג	linaːˈhoːg	lnhwg
547	Verbs	to fly	للطيران	liltayaran	לעוף	לָעוֹף	laːˈʔoːf	lʿwp
548	Verbs	to swim	السباحة	alsabbaha	לשחות	לִשחוֹת	liʃˈχoːt	lšḥwt
549	Verbs	to go	للذهاب	lildhahab	ללכת	לָלָכת	laːlaːˈχt	llkt
550	Verbs	to stop	لوقف	liwaqf	לעצור	לָעֲצֹוֹר	laːʔatsoːˈvːoːʁ	lʿṣwr
551	Verbs	to follow	للمتابعة	lilmutabaea	לעקוב	לָעֲקֹוֹב	laːʔakoːˈvːoːv	lʿqwb
552	Verbs	to think	التفكير	altafkir	לחשוב	לָחָשֹוֹב	laːχaːʃoːˈvːoːv	lḥšwb
553	Verbs	to speak	ليتحدث	liatahadath	לדבר	לדָבֵר	ldaːˈveːʁ	ldbr
554	Verbs	to say	ليقول	layaqul	לומר	לוֹמר	loːˈmʁ	lwmr
555	Verbs	to chat	للدردشة	lilduradisha	לדבר	לדָבָר	ldaːˈvaːʁ	ldbr
556	Verbs	to tell	أن أقول	an 'aqul	לספר	לִסִפֹר	lisiˈfoːʁ	lspr
557	Verbs	to whisper	لتهمس	latahamas	ללחוש	לִלָחֹוֹש	lilaːχoːˈvːoːʃ	llḥwš
558	Verbs	to yell	الصراخ	alsirakh	לצעוק	לִצעֹוֹק	litsʔoːˈvːoːk	lṣʿwq
559	Verbs	to eat	لتناول الطعام	ltanawul altaeam	לאכול	לָאֱכוֹל	laːʔeˈχoːl	lʾkwl
560	Verbs	to drink	ليشرب	liashrib	לשתות	לִשִתוֹת	liʃiˈtoːt	lštwt
561	Verbs	to kill	لقتل	liqatal	להרוג	לַהָרוֹג	lahaːˈʁoːg	lhrwg
562	Verbs	to die	حتى الموت	hataa almawt	למות	לָמוֹת	laːˈmoːt	lmwt
563	Verbs	to win	للفوز	lilfawz	לנצח	לָנַצֵחַ	laːnaˈtseːaχ	lnṣḥ
564	Verbs	to lose	لتخسر	latakhsur	לאבד	לַאַבֵד	laʔaˈveːd	lʾbd
565	Verbs	to smile	لتبتسم	latabtasim	לחייך	לְחַיֵיִךָ	leχajeːjiˈχaː	lḥyyk
566	Verbs	to laugh	لتضحك	litadhak	לצחוק	לִצְחֹוֹק	litsχoːˈvːoːk	lṣḥwq
567	Verbs	to cry	البكاء	albika'	לבכות	לִבָכוֹת	livaːˈχoːt	lbkwt
568	Verbs	to buy	لشراء	lishira'	לקנות	לִקְנוֹת	likˈnoːt	lqnwt
569	Verbs	to pay	لتدفع	ltadfae	לשלם	לְשַלָם	leʃaˈlaːm	lšlm
570	Verbs	to sell	بيع	baye	למכור	לִמָכֹוֹר	limaːχoːˈvːoːʁ	lmkwr
571	Verbs	to shoot a gun	لاطلاق النار بندقية	li'iitlaq alnnar bunduqia	לירות║באקדח	לִיָרוֹת║בּאֶקדֹחַ	lijaːˈʁoːt║bekˈdoːaχ	lyrwt bʾqdḥ
572	Verbs	to learn	لمعرفة	limaerifa	ללמוד	לִלְמֹוֹד	lilmoːˈvːoːd	llmwd
573	Verbs	to jump	للقفز	lilqafz	לקפוץ	לִקפֹּוֹץ	likpoːˈvːoːts	lqpwṣ
574	Verbs	to smell	يشم	yshm	להריח	לְהָרֵיחַ	lehaːˈʁeiːaχ	lhryḥ
575	Verbs	to hear sound	لسماع الصوت	lisamae alsawt	לשמוע║קול	לִשִמֹוֹעַ║קוֹל	liʃimoːˈvːoːaʔ║ˈkoːl	lšmwʿ qwl
576	Verbs	to listen to music	للاستماع إلى الموسيقى	lilaistimae 'iilaa almusiqaa	להקשיב║למוזיקה	לְהַקְשִיבּ║למוֹזִיקָה	lehakˈʃiːb║lmoːziːˈkaːh	lhqšyb lmwzyqh
577	Verbs	to taste	الذوق	aldhawq	לטעום	לִטְעֹוֹם	litʔoːˈvːoːm	lṭʿwm
578	Verbs	to touch	للمس	lalmasi	לגעת	לָגַעַת	laːˈgaʔat	lgʿt
579	Verbs	to see a bird	لرؤية الطيور	liruyat altuyur	לראות║ציפור	לִראוֹת║צִיפֹּוֹר	liˈʁoːt║tsiːpoːˈvːoːʁ	lrʾwt ṣypwr
580	Verbs	to watch tv	لمشاهدة التلفاز	limushahadat altilfaz	לצפות║בטלויזיה	לִצִפּוֹת║בּטְלוֹיזִיָה	litsipˈpoːt║btloiziˈjaːh	lṣpwt bṭlwyzyh
581	Verbs	to kiss	لتقبيل	ltaqbil	לנשק	לַנִשֶק	laniˈʃek	lnšq
582	Verbs	to burn	ليحرق	liuhariq	לשרוף	לִשָרֹוֹף	liʃaːʁoːˈvːoːf	lšrwp
583	Verbs	to melt	يذوب	yadhub	כדי║להמס	כְּדִי║להַמֵס	keˈdiː║lhaˈmeːs	kdy lhms
584	Verbs	to dig	لحفر	lahafr	לחפור	לַחַפֹּוֹר	laχappoːˈvːoːʁ	lḥpwr
585	Verbs	to explode	لتنفجر	latanafajir	להתפוצץ	לְהִתפּוֹצֵץ	lehitpoːˈtseːts	lhtpwṣṣ
586	Verbs	to sit	لأجلس	la'ajlas	לשבת	לָשִבֹּת	laːʃibˈboːt	lšbt
587	Verbs	to stand	على الوقوف	ealaa alwuquf	לעמוד	לַעַמֹוֹד	laʔamoːˈvːoːd	lʿmwd
588	Verbs	to love	يحب	yuhibu	לאהוב	לָאָהֹוֹּב	laːʔaːhoːˈvːoːv	lʾhwb
589	Verbs	to pass by	ليمر	lymr	כדי║לעבור║ליד	כְּדִי║לעבֹּוֹר║לִיָד	keˈdiː║lʔboːˈvːoːʁ║liˈjaːd	kdy lʿbwr lyd
590	Verbs	to cut	لقطع	liqate	לחתוך	לַחַתוֹךְ	laχaˈtoːχ	lḥtwk
591	Verbs	to fight	لمحاربة	limuharaba	להלחם	להִלָחֵם	lhilaːˈχeːm	lhlḥm
592	Verbs	to lie down	على الاستلقاء على الأرض	ealaa alaistilqa' ealaa al'ard	לשכב	לִשֹכֵב	liʃoːˈχeːv	lškb
593	Verbs	to dance	الرقص	alraqs	לרקוד	לִרַקוֹד	liʁaˈkoːd	lrqwd
594	Verbs	to sleep	الى النوم	iilaa alnuwm	לישון	לִיָשוֹן	lijaːˈʃoːn	lyšwn
595	Verbs	to wake up	للإستيقاظ	lil'iistiqaz	להעיר	לְהָעִיר	lehaːˈʔiːʁ	lhʿyr
596	Verbs	to sing	ليغني	lighni	לשיר	לַשִיָר	laʃiˈjaːʁ	lšyr
597	Verbs	to count	الاعتماد	alaietimad	לספור	לִסְפֹּוֹר	lispoːˈvːoːʁ	lspwr
598	Verbs	to marry	للزواج	lilziwaj	להינשא	לְהִינָשֵא	lehiːnaːˈʃeː	lhynšʾ
599	Verbs	to pray	للصلاة	lilsala	להתפלל	לְהִתְפַלֵל	lehitfaˈleːl	lhtpll
600	Verbs	to win	للفوز	lilfawz	לנצח	לָנַצַח	Laːˈnatsaχ	lnṣḥ
601	Verbs	to lose	لتخسر	latakhsur	לאבד	לְאַבֵד	leʔaˈveːd	lʾbd
602	Verbs	to mix/stir	خلط / ضجة	khalt / daja	לערבב║/║ומערבבים	לְעַרְבֵּב║/║ומְעַרְבְּבִים	leʔaʁˈbeːv║/║vmʔaʁbeˈviːm	lʿrbb / wmʿrbbym
603	Verbs	to bend	لثني	lithni	לכופף	לכֻוֹפֵף	lχuvːoːˈfeːf	lkwpp
604	Verbs	to wash	لغسل	lghasl	לשטוף	לִשִטֹוֹף	liʃitoːˈvːoːf	lšṭwp
605	Verbs	to cook	لطهي الطعام	latahi altaeam	לבשל	לִבָשל	livaːˈʃl	lbšl
606	Verbs	to open	لفتح	lifath	לפתוח	לִפְתוֹחַ	lifˈtoːaχ	lptwḥ
607	Verbs	to close	ليغلق	liaghliq	לסגור	לִסְגֹוֹר	lisgoːˈvːoːʁ	lsgwr
608	Verbs	to write	لكتابة	likitaba	לכתוב	לִכתֹוֹב	liχtoːˈvːoːv	lktwb
609	Verbs	to call	للإتصال	lil'iitsal	להתקשר	להִתִקַשֵר	lhitikaˈʃeːʁ	lhtqšr
610	Verbs	to turn	لتحويل	litahwil	לפנות	לִפנוֹת	lifˈnoːt	lpnwt
611	Verbs	to build	لبناء	libina'	לבנות	לִבָנוֹת	livaːˈnoːt	lbnwt
612	Verbs	to teach	لتعليم	litaelim	ללמד	לִלָמֹד	lilaːˈmoːd	llmd
613	Verbs	to grow	لينمو	lynamu	לגדול	לִגָדֹוֹל	ligaːdoːˈvːoːl	lgdwl
614	Verbs	to draw	رسم	rusim	לצייר	לְצַיֵיר	letsaˈjeiːʁ	lṣyyr
615	Verbs	to feed	لتغذية	litaghdhia	להאכיל	להַאֲכִיל	lhaʔaˈχiːl	lhʾkyl
616	Verbs	to catch	للقبض على	lilqabd ealaa	לתפוס	לִתָפֹּוֹס	litaːppoːˈvːoːs	ltpws
617	Verbs	to throw	لرمي	larumi	לזרוק	לִזָרֹוֹק	lizaːʁoːˈvːoːk	lzrwq
618	Verbs	to clean	لتنظيف	ltanzif	לנקות	לִנָקוֹת	linaːˈkoːt	lnqwt
619	Verbs	to find	للعثور على	lileuthur ealaa	למצוא	לָמָצֹוֹא	laːmaːtsoːˈvːoː	lmṣwʾ
620	Verbs	to fall	في الانخفاض	fi alainkhifad	ליפול	לִיפֹּוֹל	liːpoːˈvːoːl	lypwl
621	Verbs	to stumble	تتعثر	tataeathar	למעוד	לִמְעֹוֹד	limʔoːˈvːoːd	lmʿwd
622	Verbs	to fall in love	الوقوع في الحب	alwuque fi alhabi	להתאהב	לְהִתָאַהֵב	lehitaːʔaˈheːv	lhtʾhb
623	Verbs	to push	لدفع	lidafe	לדחוף	לִדְחֹוֹף	lidχoːˈvːoːf	ldḥwp
624	Verbs	to pull	لسحب	lisahb	למשוך	לִמְשֹוֹךְ	limʃoːˈvːoːχ	lmšwk
625	Verbs	to carry	ليحمل	liahmil	לסחוב	לִסָחֹוֹב	lisaːχoːˈvːoːv	lsḥwb
626	Verbs	to break	خرق	kharq	לשבור	לִשְבֹּוֹר	liʃboːˈvːoːʁ	lšbwr
627	Verbs	to wear	لارتداء	liairtida'	ללבוש	לִלְבֹּוֹש	lilboːˈvːoːʃ	llbwš
628	Verbs	to hang	لشنق	lshnq	לתלות	לִתָלוֹת	litaːˈloːt	ltlwt
629	Verbs	to shake	أن يهز	an yahz	לנער	לְנֹעַר	lenoːˈʔaʁ	lnʿr
630	Verbs	to sign	التوقيع	altawqie	לחתום	לַחְתֹם	laχˈtoːm	lḥtwm
631	Verbs	to beat	ليهزم	liuhzim	להביס	לְהַבִּיֵס	lehabbiˈjeːs	lhbys
632	Verbs	to lift	لرفع	lirafe	להרים	לְהָרִים	lehaːˈʁiːm	lhrym
633	Adjectives	long	طويل	tawil	ארוך	אָרֹוֹךְ	ʔaːʁoːˈvːoːχ	ʾrwk
634	Adjectives	short 	القصير والطويل	alqasir waltawil	קצר	קֹצֹר	koːˈtsoːʁ	qṣr
635	Adjectives	tall	طويل	tawil	גבוה	גָבֹוֹה	gaːvoːˈvːoːh	gbwh
636	Adjectives	short (vs tall)	باختصار (مقابل طويل القامة)	biaikhtisar (mqabl tawil alqama)	קצר║(לעומת║גבוה)	קָצֹר║(לָעֻמַת║גְבֹּוֹה)	kaːˈtsoːʁ║(laːʔuˈmat║geboːˈvːoːh)	qṣr (lʿwmt gbwh)
637	Adjectives	wide	واسع	wasie	רחב	רָחַב	ʁaːˈχav	rḥb
638	Adjectives	narrow	ضيق	dayq	צר	צַר	ˈtsaʁ	ṣr
639	Adjectives	big - large	كبير - كبير	kabir - kabir	גדול║-║גדול	גָדֹל║-║גָדֹוֹל	gaːˈdoːl║-║gaːdoːˈvːoːl	gdwl - gdwl
640	Adjectives	small - little	الصغيرة - قليلا	alsaghirat - qalilanaan	קטנטן	קַטַנְטֵן	katanˈteːn	qṭnṭn
641	Adjectives	slow	بطيء	bati'	איטי	אִטִי	ʔiˈtiː	ʾyṭy
642	Adjectives	fast	بسرعة	bsre	מהר	מַהַר	ˈmahaʁ	mhr
643	Adjectives	hot	حار	har	חם	חַם	ˈχam	ḥm
644	Adjectives	cold	برد	bard	קר	קֹר	ˈkoːʁ	qr
645	Adjectives	warm	دافئ	dafi	חם	חֹם	ˈχoːm	ḥm
646	Adjectives	cool	بارد	barid	מגניב	מַגְנִיֵב	magniˈjeːv	mgnyb
647	Adjectives	new	جديد	jadid	חדש	חֹדָש	χoːˈdaːʃ	ḥdš
648	Adjectives	old - new	قديم - جديد	qadim - jadid	ישן║חדש	יָשָן║חֹדֹש	jaːˈʃaːn║χoːˈdoːʃ	yšn ḥdš
649	Adjectives	young	شاب	shab	צעיר	צָעִיר	tsaːˈʔiːʁ	ṣʿyr
650	Adjectives	young and old	شاب و مسن	shabun w misan	צעיר║וזקן	צְעִיר║וֹזְקֶן	tseˈʔiːʁ║oːzeˈken	ṣʿyr wzqn
651	Adjectives	good	جيد	jayid	טוב	טֹוֹב	toːˈvːoːv	ṭwb
652	Adjectives	bad	سيئ	syy	רע	רַעַ	ˈʁaaʔ	rʿ
653	Adjectives	wet	مبلل	mubalal	רטוב	רָטֹוֹב	ʁaːtoːˈvːoːv	rṭwb
654	Adjectives	dry	جاف	jaf	יבש	יָבֹש	jaːˈvoːʃ	ybš
655	Adjectives	sick	مريض	marid	חולה	חוֹלָה	χoːˈlaːh	ḥwlh
656	Adjectives	healthy	صحي	sahi	בריא	בָּרִיָא	baːʁiˈjaː	bryʾ
657	Adjectives	loud	صوت عال	sawt eal	רם	רָם	ˈʁaːm	rm
658	Adjectives	quiet	هادئ	hadi	שקט	שֶׁקֵט	ʃeˈkeːt	šqṭ
659	Adjectives	happy	سعيد	saeid	שמח	שָׂמֵחַ	saːˈmeːaχ	šmḥ
660	Adjectives	sad	حزين	hazin	עצוב	עִצֻוֹב	ʔitsuˈvːoːv	ʿṣwb
661	Adjectives	beautiful	جميل	jamil	יפה	יָפֹה	jaːˈfoːh	yph
662	Adjectives	ugly	قبيح	qabih	מכוער	מְכֻוַעֵר	meχuvaˈʔeːʁ	mkwʿr
663	Adjectives	cute	ضريف	darif	חמוד	חָמֻוֹד	χaːmuˈvːoːd	ḥmwd
664	Adjectives	deaf	أصم	asam	חירש	חִירֵש	χiːˈʁeːʃ	ḥyrš
665	Adjectives	blind	بليند	biliand	עיוור	עִוֵּוֹר	ʔivveːˈvːoːʁ	ʿywwr
666	Adjectives	nice	لطيف	latif	נחמד	נֶחְמֹד	neχˈmoːd	nḥmd
667	Adjectives	mean	تعني	taeni	מתכוון	מִתכֻוָּן	mitχuvˈvaːn	mtkwwn
668	Adjectives	rich	غني	ghaniun	עשיר	עָשִיר	ʔaːˈʃiːʁ	ʿšyr
669	Adjectives	poor	فقير	faqir	עני	עִנִי	ʔiˈniː	ʿny
670	Adjectives	thick	سميك	samik	עבה	עָבָה	ʔaːˈvaːh	ʿbh
671	Adjectives	thin	نحيف	nahif	דק	דַק	ˈdak	dq
672	Adjectives	expensive	مكلفة	mukalifa	יקר	יִקַר	jiˈkaʁ	yqr
673	Adjectives	cheap	رخيص	rakhis	זול	זוֹל	ˈzoːl	zwl
674	Adjectives	flat	الشقة	alshuqa	שטוח	שָטוֹחַ	ʃaːˈtoːaχ	šṭwḥ
675	Adjectives	curved	منحن	manhan	מעוקל	מעֻקֵל	mʔuˈkeːl	mʿwql
676	Adjectives	male	ذكر	dhakar	זכר	זָכָר	zaːˈχaːʁ	zkr
677	Adjectives	female	أنثى	anthaa	נקבה	נָקֵבָה	naːkeːˈvaːh	nqbh
678	Adjectives	tight	ضيق	dayq	חזק	חֻזֵק	χuˈzeːk	ḥzq
679	Adjectives	loose	فضفاض	fadafad	רופף	רֻוֹפֵף	ʁuvːoːˈfeːf	rwpp
680	Adjectives	high	عالي	eali	גבוה	גָבֹוֹהַ	gaːvoːvːoːˈha	gbwh
681	Adjectives	low	منخفض	munkhafid	נמוך	נָמוֹךְ	naːˈmoːχ	nmwk
682	Adjectives	soft	ناعم	naem	רך	רַךְ	ˈʁaχ	rk
683	Adjectives	hard	شاق	shaq	קשה	קָשָה	kaːˈʃaːh	qšh
684	Adjectives	deep	عميق	eamiq	עמוק	עִמֹוֹק	ʔimoːˈvːoːk	ʿmwq
685	Adjectives	shallow	ضحل	dahal	רדוד	רַדוֹד	ʁaˈdoːd	rdwd
686	Adjectives	clean	نظيف	nazif	נקי	נִקִי	niˈkiː	nqy
687	Adjectives	dirty	قذر	qadhar	מלוכלך	מלֻוכָּלָךְ	mluvkaːˈlaːχ	mlwklk
688	Adjectives	strong	قوي	qawiun	חזק	חַזֵק	χaˈzeːk	ḥzq
689	Adjectives	weak	ضعيف	daeif	חלש	חַלָש	χaˈlaːʃ	ḥlš
690	Adjectives	dead	في ذمة الله تعالى	fi dhimat allah taealaa	מת	מֵת	ˈmeːt	mt
691	Adjectives	alive	على قيد الحياة	ealaa qayd alhaya	בחיים	בְּחַיִים	beχaˈjiːm	bḥyym
692	Adjectives	heavy	ثقيل	thaqil	כבד	כָּבַד	kaːˈvad	kbd
693	Adjectives	lightweight	وزن خفيف	wazn khafif	קל	קַל	ˈkal	ql
694	Adjectives	dark	داكن	dakn	אפל	אָפֶל	ˈʔaːfel	ʾpl
695	Adjectives	light color	لون فاتح	lawn fatih	צבע║בהיר	צַבַעַ║בַּהִיר	tsaˈvaaʔ║baˈhiːʁ	ṣbʿ bhyr
696	Adjectives	nuclear	نووي	nawawiun	גרעיני	גַרְעִינִי	gaʁʔiːˈniː	grʿyny
697	Adjectives	famous	مشهور	mashhur	מפורסם	מִפֻּרְסָם	mippuʁˈsaːm	mpwrsm
698	Pronouns	I	أنا	ana	אני	אֲנִי	ʔaˈniː	ʾny
699	Pronouns	you	أنت	ant	אתה	אִתָה	ʔiˈtaːh	ʾth
700	Pronouns	he	هو	hu	הוא	הוא	hˈv	hwʾ
701	Pronouns	she	هي	hi	היא	הִיא	ˈhiː	hyʾ
702	Pronouns	it	هو	hu	זה	זֶה	ˈzeh	zh
703	Pronouns	we	نحن	nahn	אנחנו	אֲנַחְנוּ	ʔaˈnaχnuː	ʾnḥnw
704	Pronouns	all of you	كلكم	klkum	כולכם	כֻּוָלכם	kuvaːlˈχm	kwlkm
705	Pronouns	they	أنهم	anahum	הוא	הוָאַ	hvaːˈʔa	hwʾ
706	Question Core Words	What?	ماذا؟	madha?	מה?	מָה?	ˈmaːh?	mh?
707	Question Core Words	Which?	التي؟	alty?	איזה?	אֵיזֶה?	ʔeiːˈzeh?	ʾyzh?
708	Question Core Words	Where?	أين؟	ayn?	איפה?	אֵיפֹה?	ʔeiːˈfoːh?	ʾyph?
709	Question Core Words	Who?	من الذى؟	min aldhaa؟	מי?	מִי?	ˈmiː?	my?
710	Question Core Words	Why?	لماذا ا؟	limadha a?	למה?	לָמָה?	Laːˈmaːh?	lmh?
711	Question Core Words	How?	ماذا؟	madha?	איך?	אֵיֵךְ?	ʔeːˈjeːχ?	ʾyk?
712	Question Core Words	How Much?	كم الثمن؟	kam althamana?	כמה?	כָּמָה?	Kaːˈmaːh?	kmh?
713	Question Core Words	How Many?	كم العدد؟	kam aleidad?	כמה?	כָּמָה?	Kaːˈmaːh?	kmh?
