sentenceId	thai	phonetic	english	level
333-11.	(…)อาจจะเป็นเพราะว่า...     	(...)àat-jà bpen prɔ́-wâa...	 (…) (It) might be because… / Maybe that’s because… 	low-intermediate
333-12.	เรายังไม่รู้จักกันเลย    	rao yang mâi rúu-jàk gan ləəi	 We don’t know each other yet. / We don’t even know each other yet.	low-intermediate
333-13.	ดีขึ้นกว่าเดิม    	dii-kʉ̂n gwàa dəəm	 It’s better than before. / It’s gotten better than it was before.	low-intermediate
333-14.	เขาไปยังไง    	kǎo bpai yang-ngai	 How did she get there? 	low-intermediate
333-15.	รออีกแป๊บนึง  	(INFORMAL) rɔɔ ìik bpɛ́ɛp-nʉ̀ng	 Wait just a bit. / Wait a moment.	low-intermediate
333-16.	ผู้ชายคนนั้นเป็นใคร    	pûu-chaai kon nán bpen krai	 Who is that guy? / Who’s that man?	low-intermediate
333-17.	ผู้หญิงคนนั้นเป็นใคร    	pûu-yǐng kon nán bpen krai	 Who is that lady? / Who’s that woman?	low-intermediate
333-18.	มีอะไรอีกไหม(คะ)    	mii à-rai ìik mǎi (ká)	 Is there anything else? / Anything else? / Do you have anything else?	low-intermediate
333-19.	ยังเรียนอยู่    	yang rian yùu	 I’m still in school. / He’s still going to school.	low-intermediate
333-20.	ผมจะรีบกลับไป    	pǒm jà rîip glàp bpai 	 I’ll hurry back.	low-intermediate
336-1.	รู้จักไหม / รู้จักมั้ย / รู้จักหรือเปล่า    	rúu-jàk mǎi / rúu-jàk mái / rúu-jàk rʉʉ-bplàao 	 Are you familiar with this? / Do you know him? 	low-intermediate
336-2.	แล้วคุณเชื่อเขา(เหรอ)   	lɛɛo kun chʉ̂a kǎo (rəə)	 And you believed him?!	low-intermediate
336-3.	ไม่เคยเหมือนกัน / ก็ไม่เคยเหมือนกัน    	mâi-kəəi mʉ̌an-gan / gɔɔ mâi-kəəi mʉan-gan	 (I) haven’t done that either. / (I)’ve never been there either.	low-intermediate
336-4.	พาฉันไปด้วยนะ    	paa chǎn bpai dûai ná	 Take me with you.	low-intermediate
336-5.	อยากรู้จักคุณมากกว่านี้ / อยากรู้จักมากกว่านี้     	yàak rúu-jàk kun mâa-gwàa níi / yàak rúu-jàk mâa-gwàa níi	 I wanna get to know you better. / I wanna know you more.	low-intermediate
336-6.	หลังคารั่ว    	lǎng-kaa rûa	 The roof leaks. / We have a leaky roof.	low-intermediate
336-7.	เกิดเรื่องอะไรขึ้น    	gə̀ət-rʉ̂ang à-rai kʉ̂n	 What happened? / What’s going on?	low-intermediate
336-8.	เขาถอดแว่นออก(วางไว้บนโต๊ะ)    	kǎo tɔ̀ɔt wɛ̂n ɔ̀ɔk (waang-wái bon dtó)	 He took off his glasses (and put them on the table).	low-intermediate
336-9.	เขาสวมแว่นตา / เขาสวมแว่น  	(FORMAL/LITERARY) kǎo sǔam wɛ̂n-dtaa / kǎo sǔam wɛn 	 He wears glasses. / She’s wearing glasses.	low-intermediate
336-10.	อย่ากังวล    	yàa gang-won	 Don’t worry. / Don’t be concerned.	low-intermediate
336-11.	ในที่สุด    	nai-tîi-sùt	 Finally! / At last!	low-intermediate
336-12.	เลี่ยงไม่ได้    	lîang mâi-dâi	 It’s inevitable. / It’s unavoidable. / You can’t avoid it. 	low-intermediate
336-13.	ทุกอย่างจะโอเค / ทุกอย่างก็จะโอเค    	túk-yàang jà oo-kee / túk-yàang gɔ̂ɔ jà oo-kee	 Everything will be okay. / Everything's gonna be okay.	low-intermediate
336-14.	มาหาหน่อยสิ / มาหาผมหน่อยนะครับ    	maa-hǎa nɔi sì / maa-hǎa pǒm nɔi ná kráp	 Come and see me. / Come to meet me. 	low-intermediate
336-15.	รีบกลับมาเดี๋ยวนี้เลย / รีบกลับมาเดี๋ยวนี้นะ    	rîip glàp-maa dǐao-níi ləəi / rîip glàp-maa dǐao-níi ná	 Hurry and come back! / Come back here right now!	low-intermediate
336-16.	ผมไม่ใช่คนโกหก    	pǒm mâi-châi kon-goo-hòk	 I’m not a liar!	low-intermediate
336-17.	เขาไม่แคร์อะไรเลย    	kǎo mâi kɛɛ à-rai ləəi	 He doesn’t care at all. / She doesn’t care about you at all.	low-intermediate
336-18.	มีใครเห็น(แฟนพี่บ้างมั้ย)    	mii krai hěn (fɛɛn pîi bâang mái)	 Has anyone seen (my girlfriend)?  (he’s looking for her and can’t ﬁnd her)	low-intermediate
336-19.	โทรหาเขารึยัง / โทรหาเขาหรือยัง    	too-hǎa kǎo rʉ́-yang / too-hǎa kǎo rʉʉ-yang 	 Have you called him yet?	low-intermediate
336-20.	ผมไม่ค่อยชอบถ่ายรูป(เท่าไหร่)    	pǒm mâi-kɔ̂i chɔ̂ɔp tàai-rûup (tâo-rài)	 I’m not crazy about taking pictures. / I don’t like taking pictures so much.	low-intermediate
342-1.	หมดแล้วเหรอ    	mòt lɛ́ɛo rə̌ə	 Is it all gone (already)? / All gone?  	low-intermediate
342-2.	เขาย้ายออกไปแล้ว    	kǎo yáai-ɔɔk bpai lɛɛo	 He moved out. / She’s moved out (already).	low-intermediate
342-3.	ผมไม่อยากคิดเรื่องนี้     	pǒm mâi yàak kít rʉ̂ang níi	 I don’t wanna think about it. / I don’t even want to think about that.	low-intermediate
342-4.	ใครบอกแกมา / ใครบอกแก    	krai bɔɔk gɛɛ maa / krai bɔɔk gɛɛ	 Who told you? / Who told you that?	low-intermediate
342-5.	ไม่ต้องตอบตอนนี้     	mâi-dtɔ̂ng dtɔ̀ɔp dtɔɔn-níi	 You don’t have to answer right now. / No need to give me an answer now.	low-intermediate
342-6.	บริการไม่ดีเลย    	bɔɔ-rí-gaan mâi-dii ləəi	 The service was lousy. / They have terrible service.	low-intermediate
342-7.	ร้านย้ายไปไหน(แล้ว)(ครับ)    	ráan yáai bpai nǎi (lɛ́ɛo) (kráp)	 Where did the restaurant move to? / Where’d the shop move to?	low-intermediate
342-8.	รีบหน่อยก็แล้วกัน    	rîip nɔ̀i gɔ̂ɔ-lɛ́ɛo-gan	 Hurry, okay? / Just hurry then.	low-intermediate
342-9.	เลิกโง่ได้แล้ว / เลิกโง่ซะที    	lə̂ək ngôo dâi-lɛ́ɛo / lə̂ək ngôo sá-tii	 Stop being stupid! / Stop being foolish!	low-intermediate
342-10.	จำไม่ได้แล้วว่า...    	jam-mâi-dâi lɛ́ɛo-wâa...	 (I) can’t remember…	low-intermediate
342-11.	ฉันค่อนข้างแน่ใจว่า...    	chǎn kɔ̂n-kâang nɛ̂ɛ-jai wâa....	 I’m fairly sure that… / I’m fairly certain…	low-intermediate
342-12.	มั่นใจได้ยังไง(ว่า...)    	mân-jai dâi yang-ngai (wâa…)	 How can you be sure (that...)? / How do you know for certain (that...)?	low-intermediate
342-13.	กลับดึกไหม / จะกลับดึกไหม / กลับดึกมั้ย    	glàp dʉ̀k mǎi / jà glàp dʉk mǎi / glàp dʉk mái	 Are you going to come home late? / Will you come home late? 	low-intermediate
342-14.	(เมีย)ไม่ยอมหย่า    	(mia) mâi-yɔɔm yàa	 (My wife) won’t agree to divorce. 	low-intermediate
342-15.	อย่าลืมโทรมา(นะ)    	yàa lʉʉm too-maa (ná)	 Don’t forget to call. / Don’t forget to call me.	low-intermediate
342-16.	เขามีแขกอยู่    	kǎo mii kɛ̀ɛk yùu	 He has a visitor right now. (He’s not free—at the ofﬁce)	low-intermediate
342-17.	มีอ่างอาบน้ำด้วย    	mii àang-àap-náam dûai	 It has a bathtub as well. / There’s a bathtub, too.	low-intermediate
342-18.	ผมเห็นทุกอย่าง(แหละ)    	pǒm hěn túk-yàang (lɛ̀)	 I saw everything! / I saw it all!	low-intermediate
342-19.	โทรมาได้เลย(ครับ)    	too maa dâi ləəi (kráp)	 Feel free to give me a call. / Give me a call (anytime).	low-intermediate
342-20.	คุณเครียดเรื่องอะไร    	kun krîat rʉ̂ang à-rai	 What are you stressed out about? / What’s making you so tense? 	low-intermediate
344-1.	กำลังคบกับใครอยู่ / ตอนนี้คบกับใครอยู่    	gam-lang kóp-gàp krai yùu / dtɔɔn-níi kóp-gàp krai yùu	 Who is she dating (now)? / Who are you going out with? 	low-intermediate
344-2.	ไปหาได้ไหม    	bpai hǎa dâi-mǎi	 Can I come see you?	low-intermediate
344-3.	ไม่รบกวนเลย    	mâi róp-guan ləəi	 You’re not bothering me at all. / No bother at all.	low-intermediate
344-4.	มีข่าวดีจะบอก    	mii kàao-dii jà bɔ̀ɔk	 I have some good news. / I have some good news for you.	low-intermediate
344-5.	ไม่มีอะไรทำเลย    	mâi-mii à-rai tam ləəi 	 There’s nothing to do. / I have nothing to do.	low-intermediate
344-6.	รออยู่ตรงนี้ (ก่อน)    	rɔɔ yùu dtrong-níi (gɔɔn)	 Wait right here. / Wait here. 	low-intermediate
344-7.	ผมไม่โกรธคุณ(หรอก)    	pǒm mâi gròot kun (lɔk)	 I’m not angry at you.	low-intermediate
344-8.	เป็นเรื่องง่าย    	bpen rʉ̂ang ngâai	 It was very easy. / It’s a simple matter.	low-intermediate
344-9.	ไม่เคยรู้เลยว่า...    	mâi-kəəi rúu ləəi wâa...	 I never knew… / I’ve never known…	low-intermediate
344-10.	ฉันไม่รู้ทำไม(ว่า...)    	chǎn mâi-rúu tam-mai (wâa…)	 I don’t know why (…)	low-intermediate
344-11.	ยังเหลืออยู่ไหม    	yang lʉ̌a yùu mǎi	 Do you still have some left? / Do you still have some?	low-intermediate
344-12.	อยากมีชีวิตที่ดีกว่านี้     	yàak mii chii-wít tîi dii-gwàa níi	 I wanna have a better life.	low-intermediate
344-13.	เขาลาออกไปแล้ว    	kǎo laa-ɔ̀ɔk bpai lɛ́ɛo	 He quit. / She resigned. 	low-intermediate
344-14.	มีเวลานิดเดียวนะ    	mii wee-laa nít-diao ná	 I don’t have much time. / I only have a little time. / I’m short on time. 	low-intermediate
344-15.	แย่จัง    	yɛ̂ɛ jang	 Oh, that’s too bad! / Shucks! / Too bad! 	low-intermediate
344-16.	คิดดูให้ดีก่อน    	kít-duu hâi-dii gɔ̀ɔn	 Think about it carefully. / Think twice before…	low-intermediate
344-17.	จะไม่ทำแล้ว    	jà mâi tam lɛ́ɛo	 (I) won’t do it again! / (I) won’t do that anymore. 	low-intermediate
344-18.	เค้ามีเมียอยู่แล้ว    	káo mii mia yùu lɛɛo	 He has a wife. / He already has wife.	low-intermediate
344-19.	จบหรือยัง / จบรึยัง  	(INFORMAL) jòp rʉ̌ʉ-yang / jòp rʉ́-yang	 Are you done? / Are you ﬁnished yet?	low-intermediate
344-20.	ไม่มีแรง    	mâi-mii rɛɛng	 (I) have no strength. / (I) have no energy. 	low-intermediate
﻿312-1.	กระเสือกกระสนเอาตัวรอด    	grà-sʉ̀ak-grà-sǒn ao-dtua-rɔ̂ɔt	 He struggled to survive. / She tried desperately to survive. 	mid-advanced
312-2.	หล่อระเบิดระเบ้อ  	(SLANG) lɔ̀ɔ rá-bpə̀ət-rá-bə̂ə	 (He)’s super handsome! / (He)’s a hunk!	mid-advanced
312-3.	อย่าให้มีที่ยืนในสังคม  	(STRONG) yàa hâi mii tîi yʉʉn nai sǎng-kom	 (She) has no place in civilized society! (of a bad-mannered person, etc.)	mid-advanced
312-4.	(ทำอย่างไรเมื่อตู้เย็นทำน้ำแข็งไม่ได้)อย่างที่ควรจะเป็น   	(tam yàang-rai mʉ̂a dtûu-yen tam nám-kɛng mâi-dâi) yàang-tîi kuan-jà-bpen 	 (What should you do when the refrigerator isn’t making ice) like it should? / (What should you do when the refrigerator isn’t making ice) as it’s supposed to? (from a Samsung refrigerator manual)	mid-advanced
312-5.	ดำเนินรายการโดย (ดร. สุเมต)   	(FORMAL) dam-nəən raai-gaan dooi (dɔ́k-​dtə̂ə sù-mêt)	 Hosted by (Dr. Sumet). / Emceed by (Dr. Sumet). 	mid-advanced
312-6.	(ได้ยินเสียงหัวเราะดัง)แว่วมาจากไกลๆ  	(LITERARY)   (dâi-yin sǐang-hǔa-rɔ dang) wɛ̂o maa-jàak glai-glai	 (She heard the sound of laughing) in the distance. / (He could) vaguely hear the sound of (laughter) in the distance. 	mid-advanced
312-7.	มีลมกระโชกแรง(บางแห่ง)  	(FORMAL) mii lom grà-chôok rɛɛng (baang hɛ̀ng)	 There will be strong gusts of wind (in some areas). / The wind was gusting strongly (in some areas).	mid-advanced
312-8.	เขามีความเป็นตัวของตัวเองสูง    	kǎo mii kwaam-bpen-dtua-kɔ̌ɔng-eeng sǔung	 He’s very self-conﬁdent and independent.	mid-advanced
312-9.	สร้างความประทับใจให้(ลูกค้า) / สร้างความประทับใจให้กับ(ลูกค้า) / สร้างความประทับใจให้แก่(ลูกค้า)  	(FORMAL/LITERARY) sâang kwaam-bprà-táp-jai hâi (lûuk-káa) / sâang kwaam-bprà-táp-jai hâi gàp (lûuk-káa)/ sâang kwaam-bprà-táp-jai hâi-gɛɛ (lûuk-káa)	 Make an impression on (your customers/clients).	mid-advanced
312-10.	...อยู่ในช่วงหัวเลี้ยวหัวต่อ  	(FORMAL/LITERARY/IDIOMATIC) ...yùu nai chûang hǔa-líao-hǔa-dtɔɔ	 We’ve reached a tipping point. / We’re at a critical junction.	mid-advanced
312-11	(Walmart) ยืนหยัดต่อต้าน(การทารุณสัตว์)	(Walmart) yʉʉn-yàt dtɔɔ-dtâan (gaan-taa-run sàt)	(Walmart) took a stand against (the mistreatment of animals).	mid-advanced
312-12.	เขาก้มหน้าก้มตาทำงาน  	(LITERARY/IDIOMATIC) kǎo gôm-nâa-gôm-dtaa tam-ngaan 	 He put his nose to the grindstone. / She put her head down and worked hard. / He put all his effort into his work.	mid-advanced
312-13.	(พวกเขาทำงาน)หามรุ่งหามค่ำ(ไม่มีเวลาได้พัก)  	(IDIOM)  (pûak-kǎo tam-ngaan) hǎam-rûng-hǎam-kâm (mâi-mii wee-laa dâi pák)	 (They worked) burning the candle at both ends (with no time for rest). / (They worked) all day and all night (with no time for rest).	mid-advanced
312-14.	มีผลประโยชน์ทับซ้อน  	(FORMAL/LEGAL) mii pǒn-bprà-yòot-táp-sɔ́ɔn	 There’s a conﬂict of interest. / We have a conﬂict of interest. 	mid-advanced
312-15.	ข้อคิดสะกิดใจ  	(FORMAL/LITERARY) kɔɔ-kít sà-gìt-jai	 Thought provoking ideas. / Things to think about. / Ideas that make you think.	mid-advanced
312-16.	ไม่ใช่เรื่องเฉพาะ(ของสังคมไทยเท่านั้น)  	(FORMAL)   mâi-châi rʉ̂ang chà~​pɔ́ (kɔɔng sǎng-kom tai tâo-nán)	 It’s not unique to (Thai society). / It’s not a problem that’s only found in (Thailand). / It’s not a matter conﬁned to (Thai society).	mid-advanced
312-17.	(ต้อง)มีความอ่อนน้อมถ่อมตน  	(FORMAL/LITERARY) (dtɔ̂ng) mii kwaam-ɔ̀ɔn-nɔ́ɔm-tɔ̀m-​dton	 (We need) to have humility and show respect for others. / (You need) to be humble and respect others.	mid-advanced
312-18.	ขอแสดงความเสียใจอย่างสุดซึ้ง  	(VERY FORMAL/LITERARY)   kɔ̌ɔ sà-dɛɛng kwaam-sǐa-jai yàang-sùt-sʉng	 I’d like to express my deepest condolences. / My deepest sympathies (to you). 	mid-advanced
312-19.	น้ำเอ่อล้นตลิ่ง    	naám ə̀ə-lón dtà-lìng	 The water ﬂooded over the riverbanks. / The water overﬂowed the bank.	mid-advanced
312-20.	เงินไหลมาเทมา / เงินทองไหลมาเทมา  	(LITERARY) ngən lǎi maa tee maa / ngən-tɔɔng lǎi maa tee maa	 The money is pouring in. / It’s raining money! 	mid-advanced
345-1.	จัดหนักจัดเต็ม    	jàt-nàk-jàt-dtem	 To the max! / Full on! / All out! / Go all out! 	mid-advanced
345-2.	โดนซะบ้าง  	(INFORMAL)   doon sá bâang	 She got what was coming to her!  (She deserved it!) / Now it’s his turn—he deserved what he got!	mid-advanced
345-3.	ไอ้เด็กเมื่อวานซืน  	(SLANG) âi-dèk-mʉ̂a-waan-sʉʉn	 How dare you challenge me punk! / Who do you think you are?!	mid-advanced
345-4.	หิมะขาวโพลน  	(LITERARY)   hì-má-kǎao-ploon	 (very) white snow	mid-advanced
345-5.	(รู้สึก)หนาวจับขั้วหัวใจ  	(LITERARY) (rúu-sʉ̀k) nǎao-jàp-kûa-hǔa-jai	 (I) feel chilled to the bone!  	mid-advanced
345-6.	มีความผิดฐาน(หมิ่นประมาทประธานาธิบดี)  	(FORMAL) mii-kwaam-pìt tǎan (mìn-bprà-màat bprà-taa-naa-tí-bɔɔ-dii)	 He was guilty of (slandering the President). / She was found guilty of (libel against the President).	mid-advanced
345-7.	เธอแต่งตัวจัดเต็ม    	təə dtɛng-dtua jàt-dtem	 He was dressed to a T! / She’s all dressed up!	mid-advanced
345-8.	อยากลองดีใช่มั้ย  	(VULGAR/ANGRY) yàak lɔɔng-dii châi-mái	 You wanna test me?! / You wanna fuck with me?!	mid-advanced
345-9.	(แต่)ไม่ว่าอย่างไร...  	(FORMAL/LITERARY)  (dtɛ̀ɛ) mâi-wâa yàang-rai	 At any rate… / No matter what…	mid-advanced
345-10.	ไม่ว่าในกรณีใดก็ตาม... / ไม่ว่าในกรณีใดๆก็ตาม...  	(FORMAL) mâi-wâa nai gɔɔ-rá-nii dai gɔɔ-dtaam... / mâi-wâa nai gɔɔ-rá-nii dai-dai gɔɔ-dtaam...	 In any case... / In any circumstance...	mid-advanced
345-11.	…ด้วยเหตุผลบางประการ...  	(FORMAL) ...dûai hèet-pǒn baang bprà-gaan...	 For some reason… / …for one reason or another.	mid-advanced
345-12.	อีกเพียงไม่กี่อึดใจ...  	(LITERARY)   ìik piang mâi-gìi ʉ̀t-jai...	 In an instant... / In a moment...	mid-advanced
345-13.	…(คอย)ติดตามสอดส่อง(การกระทำ)    	...(kɔɔi) dtìt-dtaam sɔ̀ɔt-sɔ̀ng (gaan-grà-tam)	 (They) follow you and keep a close watch on (what you do).	mid-advanced
345-14.	สุดกลั้นน้ำตา  	(LITERARY) sùt-glân-nám-dtaa	 She cried her eyes out! / She cried uncontrollably. 	mid-advanced
345-15.	ขนแขนลุกชัน    	kǒn-kɛ̌ɛn lúk chan	 The hair on his arms stood on end. / Her arm hair bristled.  	mid-advanced
345-16.	(อดีต)ไม่อาจเปลี่ยนแปลงได้  	(LITERARY) (à-dìit) mâi-àat bplìan-bplɛɛng dâi	 (The past) is immutable. / (The past) cannot be changed. / You can’t alter (the past).	mid-advanced
345-17.	ไม่มีบันทึกเป็นลายลักษณ์อักษร  	(FORMAL) mâi-mii ban-tʉ́k bpen-laai-lák-àk-​sɔ̌ɔn	 There’s no written record. / There are no written records.	mid-advanced
345-18.	เหมือนกันทุกกระเบียดนิ้ว  	(LITERARY) mʉ̌an-gan túk grà-bìat-níu	 (They) look exactly the same! / (They) are the same, every single inch! / Every inch of the two is the same!	mid-advanced
345-19.	ชีวิตใครชีวิตมัน / ชีวิตใครก็ชีวิตมัน  	(IDIOMATIC) chii-wít krai chii-wít man / chii-wít krai gɔ̂ɔ chii-wít man	 Everyone has their own life. / It’s her life. / It’s his life.	mid-advanced
345-20.	ขนพองสยองเกล้า / น่าขนพองสยองเกล้า / ชวนขนพองสยองเกล้า  	(LITERARY/IDIOMATIC) kǒn-pɔɔng-sà-yɔ̌ɔng-glâo / nâa-kǒn-pɔɔng-sà-yɔ̌ɔng-glâo / chuan kǒn-pɔɔng-sà-yɔ̌ɔng-glâo	 It makes your hair stand on end! / Bloodcurdling! / It’s terrifying! 	mid-advanced
﻿212-1.	มันเกินกว่าเหตุ 	man gəən-gwàa-hèet	 That’s a bit excessive. / That’s over the top. / You’re overreacting! 	low-advanced
212-2.	ต่างคน(ก็)ต่างความคิด 	dtàang kon (gɔ̂ɔ) dtàang kwaam-kít	 Everyone has a different opinion. / People have differing opinions. 	low-advanced
212-3.	กล้าขัดคำสั่ง(เจ้านาย) 	glâa kàt-kam-sàng (jâo-naai)	 He dared to disobey (his boss/master). / She dared to disobey (his boss’s)  orders.	low-advanced
212-4.	ฉันว่าเราเข้าไปคุยข้างในดีกว่า 	chǎn wâa rao kâo-bpai kui kâang-nai  dii-gwàa	 I think it’s better if we go inside and talk. / I think we should go inside and talk.	low-advanced
212-5.	เหมือนขาดอะไรไป 	mʉ̌an kàat à-rai bpai	 It’s like something’s missing. / Seems like (we)’re lacking something.	low-advanced
212-6.	(ให้)เท่าไหร่ก็ไม่ขาย 	(hâi) tâo-rài gɔ̂ɔ mâi kǎai	 I’m not selling it, no matter how much you give me. / No matter how much they  offer, I’m not selling.	low-advanced
212-7.	(มีชีวิต)อยู่ไปวันๆ 	(mii-chii-wít) yùu bpai wan-wan	 (Live) from day to day. / (Live) day-to-day.	low-advanced
212-8.	เอาที่สบายใจ(ก็แล้วกัน) 	ao tîi sà-baai-jai (gɔ̂ɔ-lɛ́ɛo-gan)	 Suit yourself. / Whatever suits you best. / Whatever pleases you.	low-advanced
212-9.	ฟังไม่ขึ้นเลย 	IDIOMATIC fang mâi-kʉ̂n ləəi	 That’s unconvincing! / It doesn’t seem believable. / That doesn’t make sense— what a lame explanation!	low-advanced
212-10.	…ถูกใช้แพร่หลาย(...) 	SEMI-FORMAL/LITERARY ...tùuk chái prɛ̂ɛ-lǎai (…)	 (It)’s used widely.	low-advanced
212-11.	ผมไม่เคยมีสักครั้งที่... 	pǒm mâi-kəəi mii sàk-kráng tîi...	 I’ve never once… / There has never been a time I…	low-advanced
212-12.	พูดง่ายๆ... 	pûut ngâai-ngâai…	 In other words… / Simply put… / So basically… 	low-advanced
212-13.	คนที่ชอบดูถูกคนอื่น... 	kon tîi chɔ̂ɔp duu-tùuk kon-ʉ̀ʉn	 Those who look down on others… / People who insult other people…	low-advanced
212-14.	…ดังต่อไปนี้... 	FORMAL ...dang-dtɔ̀ɔ-bpai-níi...	 …as follows… / …the following…	low-advanced
212-15.	จะให้ฉันใจเย็นได้ยังไง 	jà hâi chǎn jai-yen dâi yang-ngai	 How do you expect me to be calm?! / You expect me to calm down?!	low-advanced
212-16.	(ประธานาธิบดี)ถูกจับเป็นตัวประกัน 	(bprà-taa-naa-tí-bɔɔ-dii) tùuk  jàp bpen-dtua-bprà-gan	 (The President) was taken hostage.	low-advanced
212-17.	เป็น(วัด)ที่เก่าแก่มากที่สุดแห่งหนึ่งของ(ประเทศไทย) 	bpen (wát) tîi  gào-gɛ̀ɛ mâak-tîi-sùt hɛ̀ng nʉ̀ng kɔ̌ɔng (bprà-têet-tai)	 It’s one of (Thailand)’s oldest (temples). 	low-advanced
212-18.	อย่ากลับมาให้เห็นหน้าอีก 	ANGRY yàa glàp-maa hâi hěn nâa ìik	 Don’t come back and let me see your face again! / Don’t come back here!	low-advanced
212-19.	(ผม)กลับมาที่เดิม 	(pǒm) glàp-maa tîi-dəəm	 (I)’m right back where I started (again).	low-advanced
212-20.	เป็นอย่างนี้อยู่แล้ว 	bpen-yàang-níi yùu-lɛ́ɛo	 I’ve always been like this. / It’s always been like this. 	low-advanced
223-1.	เกิดมาไม่เคย(มีแฟนเลย) 	EMPHATIC gə̀ət maa mâi-kəəi (mii fɛɛn ləəi)	 I’ve never (had a girlfriend). (since I was born/my whole life)	low-advanced
223-2.	เขายังมีลมหายใจ(อยู่) 	LITERARY kǎo yang mii lom-hǎai-jai (yùu)	 She’s still alive. / She’s still breathing.	low-advanced
223-3.	อย่าให้(ความพยายามของฉัน)ต้องสูญเปล่า 	yàa-hâi (kwaam-pá-yaa-yaam  kɔ̌ɔng chǎn) dtɔ̂ng sǔun-bplàao	 Don’t let (my efforts) be wasted! / Don’t let (my efforts) go to waste!	low-advanced
223-4.	อีกด้านหนึ่งของ(รั้ว) 	FORMAL ìik dâan nʉ̀ng kɔ̌ɔng (rúa)	 On the other side of (the fence).	low-advanced
223-5.	(ยาย)ไปสบายแล้ว 	(yaai) bpai sà-baai lɛ́ɛo	 (Grandma)’s in a better place. (she died but is happy now)	low-advanced
223-6.	ค่อยๆเป็นค่อยๆไป 	kɔ̂i-kɔ̂i-bpen-kɔ̂i-kɔ̂i-bpai	 Take it slow. / Do it gradually. 	low-advanced
223-7.	ไปก็ไป 	INFORMAL bpai gɔ̂ɔ bpai	 Go ahead (and go).	low-advanced
223-8.	(สวย)ตั้งแต่หัวจรดเท้า 	(sǔai) dtâng-dtɛ̀ɛ hǔa jà-ròt táao	 (Beautiful) from head to toe.	low-advanced
223-9.	ชีวิต(ก็)เป็นแบบนี้(แหละ) 	chii-wít (gɔ̂ɔ) bpen bɛ̀ɛp-níi (lɛ̀)	 That’s how life is. / That’s what life is like. / That’s life.	low-advanced
223-10.	…แว๊บเข้ามาในหัว 	...wɛ́ɛp kâo-maa nai hǔa	 …it flashed in my head. / … it came to mind. / …it crossed my mind.	low-advanced
223-11.	อะไรเป็นสาเหตุที่ทำให้... 	SEMI-FORMAL à-rai bpen sǎa-hèet tîi tam-hâi...	 What makes/causes… ?	low-advanced
223-12.	...มาถึงตรงนี้แล้ว... 	...maa-tʉ̌ng dtrong-níi lɛ́ɛo...	 Now that we’re here… / …you’ve come this far. / … you’ve come to this point.	low-advanced
223-13.	มีแนวโน้มว่า... 	mii nɛɛo-nóom wâa...	 There tends to be… / There’s a tendency… / It’s likely that… /  (People) are inclined to…	low-advanced
223-14.	ได้รับความช่วยเหลือด้าน(การเงิน) 	FORMAL dâi-ráp kwaam-chûai-lʉ̌a dâan (gaan-ngən)	 (They) received (financial) assistance. 	low-advanced
223-15.	ได้รับความช่วยเหลือจาก(รัฐบาล) 	FORMAL dâi-ráp kwaam-chûai-lʉ̌a jàak (rát-tà-baan)	 (They) received assistance from (the government).	low-advanced
223-16.	(ยัง)ครองตัวเป็นโสด 	SEMI-LITERARY (yang) krɔɔng-dtua bpen-sòot	 She’s still single. / She’s still celibate. / She remains single.	low-advanced
223-17.	คืออะไรรู้มั้ย 	kʉʉ à-rai rúu mái	 You know what it is? (asking to guess what her answer is, etc.)	low-advanced
223-18.	กู(ไป)ทำอะไรให้มึง 	ANGRY guu (bpai) tam à-rai hâi mʉng	 What did I do to you?!	low-advanced
